,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601628.CH.EQUITY,0,0,0.278157340629585,-0.073264365483091,0,0,0,0,0,0,0,0,0,0,0,0,0.192972932242471,0,0.174518262440974,0.495004202170465,-0.276486583617018,0,0,0,0,0,-0.0462284508635106,0.0964096659001532,0,0
X601328.CH.EQUITY,0,0.248584599603999,0,0.184467556811895,0,0,0,0,0,0,0.126077034576662,0,0,0,0,0,0,0,0,0,0,0,0.0344175373653301,0,0,0,-0.000966929228633314,0.00968344782017172,0,0
X3328.HK.EQUITY,0,1.16193736043787,0,0,0,0,0,0,0.0955569072260178,0,0,-0.158062317740323,-0.00422267552916045,0,0.304378411902739,0,0,0,0,0,-0.0876588575091826,0,-0.0602151054341932,0,0,0,0,0,0.0532940641970469,-0.0410382451846831
X601166.CH.EQUITY,0.122226259828603,0,0,0,0,0,0.436109514681956,0,0,0,0.113355617118055,0,0,0.108832336841445,0,0.0385764826382675,0,0,-0.0640678340958087,0,0.148313259233128,0,0.123457960454927,0,0,0,0.00506185787166825,0,-0.0499941103545115,0.0781649493871171
X600000.CH.EQUITY,0.136916558041816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223839312069631,0,0,-0.0712164923615726,0.0447977440142456,0,0,0.175498334844606,0,0,0,-0.0130091589918834,0,-0.257137795955072,0.0457500810982169
X601319.CH.EQUITY,0,0,0.611870074074157,0,0,0,0,0,0,0,0,0,0.109177296416182,-6.93889390390723e-18,0,-0.0253990417532833,0,0,0,0.500607501339896,0,0,-0.0381268009333054,0,0,0,0.024823363828904,1.73472347597681e-18,0.0776450825594178,0
X601601.CH.EQUITY,0,0,0.0908491394986433,0,0,0,0,0,0,0,0,0,0,0.546121623173714,0,0,0,0,0.0932930090660976,0,0,0,0,0,0,0,-0.00435592197593165,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862056604447728,0,-0.312736892610153,0.603780240522115,0,0,0,0,0,-0.0270005754657639,-0.00925206440019905,0.117496891847347,0,0.309233683673999
X11.HK.EQUITY,0,0.014518709507868,0,0,0.287273034255822,0,0,0,0,0,0.174889819760286,0,0.114391282555402,0,0,0,0,0,0,0,0.0426564934908625,0,0.00173469584986303,0.159285178958216,0.112705353916513,0,0,0.0712532201039962,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.180291151755564,0,0,0,0,0.331699449847497,0,0,0,0,0.0831816672164601,0,0,0.0754536573350184,0,1.06562341943872,0,0,0,0,-0.0108911059580313,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.353355004558409,0,0,0,0.292540207652364,0,0,0,0.209074815358321,-0.259377083527591,0,0.0622249394541097,0.13129735190057,0,0.00699188016515667,0,0,0.109949301699477,0,-0.0112547381300197,0.00551407449525186,0.0434100574956071,0
X2388.HK.EQUITY,0,0,0,0.60936777141596,0,0,0,0,0,0,0,0,0.233921369886911,0,0,0,0,0,-0.0896870057574185,0,0,0,0,0,0,0,-0.0187180586652872,0,-0.0171058922786733,0.073696330441167
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0104308675080097,0.187328303039663,0,0,0,0,0,0,-0.15432320671302,0,0,0,0,0,0,0,-0.178012163099862,0.075383055598226,0,0.076563049492888
VXFXI.INDEX,0,0.870528275594589,-0.109516320015338,0,0,2.77555756156289e-17,0,0,0,0,-1.04045182542786,0.334309574401401,0,-0.708310447659257,0,0,0,0,0,0,0.494937714786528,0.275824363888934,0,0,0,-4.95482080810396,0,0.210524540857249,0,0.600212237605847
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,4.87342572357308e-06,0,0,0,0,0,-3.30872245021211e-24,0,0,0,0,0,0,3.20848814641835e-06,3.48588344179753e-07,0,0.999993243790239,0.999984026083993
CN2YR,2.63246822862102e-06,0,-2.11758236813575e-22,0,-6.12939581524535e-06,0,0,0,-2.11758236813575e-22,0,-2.11758236813575e-22,0,0,0,0,0,0,0,0,0,0,0,-2.48407985343562e-06,0,0,0,-4.39528487884509e-08,0.999998978099484,0,-0.999997723445481
CN210SLOPE,2.05532596319539e-06,0,-2.15673954312618e-07,0,0,0,0,0,0,0,0,-1.17009770374511e-06,-2.41068381032916e-07,0,0,0,0,0,0,0,-1.68352203333514e-06,0,0,0,0,0,5.94081418094409e-08,0.999994030904908,-0.999995350509371,0
