,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0.55646916671347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.143463743438905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461968648955563,0,0,0,-1.24586729291775e-06,0,0,0
X2628.HK.EQUITY,0,0,0.017320098643164,0.060687810859786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841067147986501,0,0,-0.00101197733720769,0,0,0
X3328.HK.EQUITY,0,0.171853619623077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105252154988357,0,0,0,0,0,0,-0.00134602787593114,0,0,0
X601328.CH.EQUITY,0,0,0.0406738891445,0,0,0,0,0,0,0,0,0.0718041929508086,0,0,0,0,0.0775678786570675,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.192017364442389,0,0.0629472658278201,0,0,0,0,0,0,0.0861871757693575,0.144284296788512,0,0,0,0,0,0.0715974996628475,0,0,0,0,0,0,0,0.00122054686162368,0,0,0
X601319.CH.EQUITY,0,0,0.341737381831759,0,0,0,0,0,0,0,0,0,0.209298696971756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127551921553874,0,0,0
X600000.CH.EQUITY,0,0,0.0371361811623498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284330301707191,0,0,0,0.0365633129691883,0,0,0,0,0,0.00859720379147609,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.145956049464226,3.66472884041992e-06,0,0,0.026699142591167,0,0,0,0,0,0,0,0,0.0643733869049975,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.158040820764649,0,0,0,0,0,0,0,0,0,0.143713581900053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109532220899905,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0921271253749302,0,0,0,0,0,0,0.00869002164777345,0,0.0222455755637657,0,0,0,0,0,0,-0.000758175181669571,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.496920442502904,0,0,0,0,0.0021262164973723,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0700465052170128,0,0,0,0,0,0,0,0,0,0,0.0917767488632414,0,0,0,0,0,0,0,0,0.026877227254854,0,0,0,-0.00626235058092106,0,0,0
X2388.HK.EQUITY,0,0,0.0219239844686757,0,0,0,0,0,0,0,0,0,0,0.0780975461331862,0,0,0,0,0,0,0,0,0,0.192409071617316,0,0,-0.000735210620117049,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129038171914051,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447346467482737,0,-0.0503957413324088,0,0,-3.16390278700033,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36976401780189e-06,0,0.999911961257785,0.999869515019147
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.24328213100614e-07,0.999941367321847,0,-0.999920350724135
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02386592789073e-06,0.999950073362563,-0.999953215877972,0
