,X601398.CH.EQUITY,X1398.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601628.CH.EQUITY,0,0,0,0.359331924870009,0,0,0,0,0,0,0.0140389751280774,0,0,0.279151778315384,0,0,0.111023489094863,0,0,0,0.166402848927835,-2.71050543121376e-20,0,0.384108083866989,0,0,0,0,0,0
X2628.HK.EQUITY,0,0,0.0810813879920739,0.246077453925791,0,0,0,0,0,0,0,0,0.25825033026126,0,0,0,0,0,0,0,-0.0689553360868519,0,0,0.0902334025961118,0,0,-0.00551230816256568,0.0301363931734838,0,0
X3328.HK.EQUITY,0,0,0,0,0.409631389720815,0,0,0,0,0,0,0.108984038650136,0.0771001877650427,0.066102222954247,0,0,0,0,0,0,-0.02332886889308,0,0,0,0,0,0.00414411011202514,0,0,0
X601328.CH.EQUITY,0,0,0,0.129079471040536,0,0.029703788722863,0,0,0,0,0,0,0.0968013835637729,0,0,0,0.264811377862356,0,0,0,0,0,0,0,0,0,0.0057664130732403,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.11917629196929,0,0,0,0,0.161049027712232,0,0.260518143173573,0,0,0,0,0,0,0.155103025031599,0.0133270143388745,0,0,0.041734058287255,0,0,0.00456323644592545,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0277514179933489,0.0347296645643282,0,0,0,0,0,0,0,0,0,0,-0.120418618067533,0,0,0,-0.0426835537285594,0.0580879409699983,0,0.148116284279626,0.0793342010560302,0,5.46431712867755e-05,0,-0.0360149347175369,0.0607291350192968
X11.HK.EQUITY,0,0.0417040405554663,0,0,0.0367900648321532,0,0,0,0,0,0,0.129314582913637,0,0,0,0,0,0.0918056955925761,0,0,-0.0060740051250136,0,0.114675455461673,0.0542854221457891,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0547457457026567,0,0,0,0,0,0,0.304947741373515,0,0.0967599077833503,0,0,0,0.0858899518572425,0,0,0,0,0,0.0688168833956152,0.124622480295794,0,0,0.0021710702346168,0,0,0
X601319.CH.EQUITY,0,0,0,-0.384243169323389,0,0,0.521050576307688,0,0,1.61991261185102,-0.34095502290502,0,0,0,-0.408500208490019,0,0,0,0,0,0,0.728910332632692,0,0,0,0,0.0323003691672713,0,0,0.12837629013164
X000002.CH.EQUITY,0,0,0,0.264369217758607,0,0,0,0,0,0,0,0,0.233127546575076,0,0,0,0,0,0,0,0.0335671917928025,0,0,0,0,0,0.0446705754257453,0,0,0
X2388.HK.EQUITY,0,0.162102390858973,0,0,0,0,0,0.0511780975607599,0,0,0,0.0560101551020875,0,0.0494051507879495,0,0,0,0,0,0,0.0120861133631387,0,0,0,0,0,-0.0144966678149466,0.00765133336753409,0,0
X601601.CH.EQUITY,0,0,0,0.338976798826658,0,0.167822741622188,0,0,0,0,0,0,0.0411239687487304,0.179502414596486,0,0,0,0,0,0,0,0,0,0,0,0,0.016803684027581,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0117950954298386,0,0,0,0,0,0.219521195780422,0,0,0.0186827515845854,0,0.0755700069864642,0,0,0,0.0185990380824888,0.183736030025275,0,0
FXI.US.EQUITY,0,0,0,-0.12687177659882,0,0,0,0,0,0,0,0,0,0.124998413148457,0,0,0,0,0,0,0.015711454742953,0,0,0,0,0,-0.273461927903476,0,0,0
VXFXI.INDEX,0,0,0,-0.93634869407555,0.399358642735194,-1.38777878078145e-17,0,0,0,0,0,0,0,0.362536803341234,0,0,0,0,0,0,0.0720874748159132,0,0,-0.0721110197883059,0,-3.07677884547336,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23030915194248e-05,0,0,0,0,0,0,0,3.06570694112715e-06,0,0,0,0,-4.88879121165203e-07,0,0.999958973327166,0.999950016187328
CN2YR,0,0,0,0,0,0,0,0,0,0,1.01680249040177e-06,0,0,0,0,0,0,0,0,0,1.50075658024502e-06,0,0,0,0,0,-4.19541341139292e-07,0.999984775320684,0,-0.999974886762245
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57611014652125e-06,0,0,4.02835055263024e-06,0,0,0,0,0,0,0,0,0,1.96457100344021e-06,0.999958187137984,-0.999975031413643,0
