,X5880.TT.EQUITY,X2849.TT.EQUITY,X5534.TT.EQUITY,X5.HK.EQUITY,X6005.TT.EQUITY,X601878.CH.EQUITY,X83.HK.EQUITY,X601377.CH.EQUITY,X2880.TT.EQUITY,X601108.CH.EQUITY,X2548.TT.EQUITY,X2905.TT.EQUITY,X3040.TT.EQUITY,X2867.TT.EQUITY,X2855.TT.EQUITY,X2501.TT.EQUITY,X9940.TT.EQUITY,X2885.TT.EQUITY,X2505.TT.EQUITY,X000656.CH.EQUITY,X000783.CH.EQUITY,X601162.CH.EQUITY,X1808.TT.EQUITY,X600848.CH.EQUITY,X2820.TT.EQUITY
X2905.TT.EQUITY,0,0,0,0,0.000759431579863281,0,0.0110538832482964,0,0.0749416209326488,0,0,0,0,0.00456122544378346,0.0383186836965452,0.0502871997289464,0,0.145451465105046,0,0,0,0,0.017992862457871,0,0
X3040.TT.EQUITY,0,0,0,0,0.0560355993962055,0,0,0,0,0,0,0,0,-0.0104823898644777,0,0.0563733043772312,-0.210218178656204,0.335456620876459,0.91802805767009,0,0,0,0.00326952452121508,0,0
X2867.TT.EQUITY,0.767687265174425,0,9.6897936230112,0.82036851686239,-0.369166661713446,0,0.179886422707124,-4.44089209850063e-16,-9.36558474115239,0,-7.4613170976969,-9.38597624543336,0,0,0,0,2.89016890615294,0,0,0,0,0,3.66838647888569,0,-6.13546131283217
X2855.TT.EQUITY,0,0.102326774316156,0,0.0187812595909246,0,0,0.00744095835938485,0,0,1.35589868028055,-0.215685201068964,0,0.00550979158502443,-0.0167200219598346,0,0,-0.0748205821748777,0.407098164008078,0,0,0,0,0.00730070053670398,0,0
X2501.TT.EQUITY,0,0.0706345369295936,0,0,0,0,-0.0191748344133597,0,0,0,0,0,0.201478890489501,0,0.264212386973689,0,0,0.228882851818354,0,0,0,0,-0.0731430162822743,0,0
X9940.TT.EQUITY,0,0,0,0.0389905807419828,0.0019010740009345,0,-0.00976715522022711,0,0,0,0.33457697210389,0,0,0.0437870490310974,0.334997341391506,0.319937109956471,0,0.0828748825116737,0,0,0,0,0.165218825169918,0,0
X2885.TT.EQUITY,0,0,0,0.0318683660425402,0,0,-0.0242268290153695,0,0,0,1.67710968204131,-0.121244256698404,0,-0.0379456224499401,0.352382993664235,0,0.0679807445036637,0,0,0,0,0,0.075224495644342,0,0
X2505.TT.EQUITY,0,0,0.198917670055174,0.0106506263743989,-0.00399967006510889,0,-0.0228640946991482,0,-0.113499831301183,0,0,0,0.153599710569658,0.0145790648022348,0,0,0.110620765102627,0,0,0,0,0,-0.012095090402317,0,0
X000656.CH.EQUITY,0,0.00299166553921726,0,0,-0.010698528441716,-0.0497971633424349,0,0,0,0,0,0.0731618779258564,0.00614528096898087,0,0,0.01453310281503,0,0,0,0,0,0,-0.0172586300871162,0,0.0240040047799418
X000783.CH.EQUITY,0,0,0,0,-0.0071717799401585,0,0.00381492793514411,0,0,0.147003962845836,0,0,0.0586680235066128,0.00453920644714428,0,0.00795810237380064,0.029958209551085,0.0526046312378269,0,0,0,0,-0.0308096833460444,0,0
X601162.CH.EQUITY,0,0,0,0.0314432371866831,-0.0181873206957525,0,-0.000763944776635063,0,0,0.307629520169288,0,0,0.0400037745201956,-0.00392270436865589,-0.0455789327301097,0,-0.0736236894340142,0,0,0,0,0,-0.00410661133273699,0,0
X1808.TT.EQUITY,0,0,-0.770168504306498,0,-0.0377222231986976,0,0.0385835066718187,0,2.43069853296464,0,0,1.79539690039372,0.396591738549449,0.064472610669948,0,0,-0.0720075138218217,0,0,0,0,0,0,0,0
X600848.CH.EQUITY,0,0,0,0.0150681808759672,0.0063815581761025,0,-0.00447410732030809,0.0331450618392298,0,0,0,0,0.023768193460203,0.0063188631615415,0,0.00493105362990116,0,0,-0.0519008951614582,0,0,0,0,0,0
X2820.TT.EQUITY,0,0,-0.494825953692961,0,-0.0270724948080553,-0.0550945121713043,0,-0.147899497875742,-0.236161953634116,0,0,0,0.0649139446625338,0.00121065759470668,0,0,0,0.340424821282457,0.237134281712387,0,0,0,-0.0421094033826456,0,0
