Date,SHIBOR3M,AA10Y,AA+10Y,A10Y,A+10Y,AA-10Y,AAA10Y,AAA2Y,A2Y,A+10Y,AA-2Y,AA2Y,A+2Y,AAA6M,CGB6M,CGB3M,CGB2Y,CGB10Y
2020-10-13,2.734,5.0303,4.6403,11.5303,9.3503,7.2003,4.3003,3.5382,10.2118,8.0318,5.9267,3.8695,3.6926,3.1155,2.6564,2.4579,2.8651,3.1931
2020-10-14,2.757,5.0368,4.6468,11.5368,9.3568,7.2068,4.3168,3.5212,10.2256,8.0456,5.9262,3.8686,3.6588,3.0992,2.6757,2.4874,2.9014,3.2131
2020-10-15,2.774,5.0476,4.6576,11.5476,9.3676,7.2176,4.3276,3.5491,10.2168,8.0368,5.9263,3.8548,3.6489,3.0958,2.6754,2.4503,2.9114,3.2308
2020-10-16,2.786,5.0323,4.6423,11.5323,9.3523,7.2023,4.3223,3.5106,10.186,8.006,5.9131,3.8583,3.6417,3.1087,2.686,2.4025,2.9117,3.231
2020-10-19,2.803,5.0366,4.6466,11.5366,9.3566,7.2066,4.3266,3.4845,10.2183,8.0383,5.9257,3.8342,3.6256,3.0974,2.6724,2.616,2.8993,3.1941
2020-10-20,2.829,5.0342,4.6442,11.5342,9.3542,7.2042,4.3242,3.471,10.2088,8.0288,5.9137,3.8483,3.6145,3.1224,2.6854,2.483,2.9089,3.1965
2020-10-21,2.855,5.029,4.639,11.529,9.349,7.199,4.319,3.4386,10.1654,7.9854,5.896,3.8422,3.611,3.1367,2.6744,2.6037,2.8818,3.1961
2020-10-22,2.877,5.0153,4.6253,11.5153,9.3353,7.1853,4.3053,3.4342,10.1771,7.9971,5.8827,3.8125,3.5976,3.1247,2.6604,2.6454,2.8281,3.1595
2020-10-23,2.895,5.0128,4.6228,11.5128,9.3328,7.1828,4.3028,3.435,10.1571,7.9771,5.887,3.8138,3.5876,3.1429,2.6783,2.5932,2.86,3.1865
2020-10-26,2.913,4.9959,4.6059,11.4959,9.3159,7.1659,4.2859,3.4237,10.1443,7.9643,5.8889,3.7797,3.5886,3.1525,2.6464,2.6606,2.8773,3.1968
2020-10-27,2.933,5.0003,4.6103,11.5003,9.3203,7.1703,4.2903,3.4365,10.1129,7.9329,5.8787,3.7678,3.5793,3.1687,2.6647,2.471,2.875,3.1795
2020-10-28,2.952,5.0133,4.6233,11.5133,9.3333,7.1833,4.3033,3.4342,10.112,7.932,5.8791,3.7574,3.5815,3.1769,2.7394,2.5392,2.8703,3.1819
2020-10-29,2.96,5.0143,4.6243,11.5143,9.3343,7.1843,4.3043,3.4282,10.1226,7.9426,5.8834,3.7666,3.5562,3.2291,2.7793,2.4892,2.8698,3.1872
2020-10-30,2.972,5.0045,4.6245,11.5045,9.3245,7.1745,4.3045,3.4191,10.1368,7.9568,5.875,3.7643,3.5586,3.2014,2.7795,2.5106,2.8691,3.1898
