,X601398.CH.EQUITY,X1398.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575654331400277,0,0.0344052056104547,-0.236751342801968,0,0.0671529407302496,0,0.240242519239473,0,0,0,0.0302703350531674,0,0.145857283718008,0
X1299.HK.EQUITY,0,0,0,0.138934578093546,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206431276065981,0.223652861450248,0.213329193913632,0.13428256794268,0,0,0.0484646653512891,0.155148495976775,0,0.0200185084988159,0,0,-0.280079196135461
X2628.HK.EQUITY,0,0,0,0.246074884298293,0,0,0,0,0,0,0,0,0,0.237760600139361,0,0,0,-0.0421144303786197,0,0,0,0.0448325934486956,0,0.0406228783681003,0,0,-0.0401697175595224,0.0835354854959924,0,0
X601628.CH.EQUITY,0,0,0,0.0805561519047948,0,-0.0701617625649942,0.508016986026715,0,0,0,0.166117871443473,0,0.128348039234964,0,0,0.0381698934285938,0,0.159437417770366,0,0,0,0,0.42667366835663,0,0,-0.120708094140674,-0.0409573635991266,0.165798981816455,0,0.0781982850336191
X3328.HK.EQUITY,0,0,0,0,0,0.212163376034199,0,0,0,0,0,0.115406599579676,0.14501972873511,0.101214727237691,0,0,0,-0.0340426083589304,0,0,0,0,0,0,0.0162532503570532,0,0.00148737472092866,0.00288257524063527,0,0
X601328.CH.EQUITY,0,0.234539912264672,0,0,0.0289611254569209,0,0,0,0,0.0580326508002281,0,0,0,0.144850492801407,0,0,0.288748046567024,0,0,0,0,0,0,0,0,0,-0.000213224862937586,0,0,-0.0603631005796903
X601166.CH.EQUITY,0,0,0,0,0.403538987409544,0,0,0,0,0,0.212153452812032,0,0,0,0,0.0601129650638197,0,0,0,0.292228605883917,0,0.0681808530483196,0,0,0,-0.0111169883683736,0,0,0,0
X601319.CH.EQUITY,0,0,0,-0.879520527259147,0,0,0.0608136390236294,0,0,0,0,-0.390768604784408,0,0,0,0.569461522776163,0,0,0,0,0,1.20144066189822,0.534968564932571,0,0,0,0.0238505499216155,0,0,0.607431060080703
X11.HK.EQUITY,0,0,0.226005307680145,0,0,0,0,0,0,0,-0.0574038662309723,0,0.188136722955229,0,0.0365814218794082,0,0,0.0670958056320857,0,0,0.11196507176761,0.0284511712101636,0,0,0,0,-0.00942189702474377,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.148520363047401,0,0,0,0,0,0.176589877289743,0.0444609005774916,0,0,0,0,0.377394684451448,-0.0595893102790629,0,0,0,0,0,0,0,0,-0.0264342416940201,-0.0136910252691296,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.257751951812288,0,0,0,0,0,-0.0461820337326461,0,-0.183498353108539,0,0.147981569292826,0,0,0,0.0845249371173429,0.0319123811715788,0.0698066656118923,0,0.215144764896673
X000002.CH.EQUITY,0,0,0,0.319105324422182,0,0,0,0,0,0,0,0.177585559270753,0.333625968011157,0,0,0,0.17404970340015,0.0579084272902315,0,0,0.774177352576086,0,0,0,0,-0.181520293453463,0,-0.111728820388579,0,-0.266240361185341
X601601.CH.EQUITY,0,0,0,0.214704075288391,0,0,0,0,0,0,0,0,0,0.177450020637437,0,0,0.14874651379942,0,0,0,0,0.0579731663363747,0,0,0,0,-0.00014549425184178,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.25572206469095,0.349061424492395,0.0872261930700303,0,0,0,0.0183748258904882,0,0,0,0,0,0,0.207918708977024,0,-0.0257725366655199,0,-0.0537826759233966,0
X2388.HK.EQUITY,0,0,0.240211370025792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149647011440156,0,0,0,0,0,0.508214942044945,0,0,-0.0167141043703353,0,-0.0284390282758591,0.0682229567095927
FXI.US.EQUITY,0,0.564800193727519,0,-0.0387933370650196,0,0,0,0,0,0,0,0,0,-0.280972045066429,0,0,0,0,0,0,0,0,0,0,0,0,-0.245044695765634,0,0.0260590149660754,0
VXFXI.INDEX,0,2.61464960406918,-0.320740771610856,-0.10887116903583,0,0,0,0,0,0,0,-0.717443102021209,0,-1.20194529109914,0,0,0.60296769064781,-0.0205784785906879,0,0,0,0,0,0,0,-3.97057736588383,0,0,0,0.20611259535037
CN10YR,0,0,0,8.11648151663901e-07,0,0,0,0,0,0,3.00085186811467e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54000886789291e-07,0,0.999983363845729,0.999984979790688
CN2YR,0,0,0,0,0,0,0,0,0,9.25130561631883e-07,0,0,-1.9377282030799e-06,0,0,0,0,0,0,-4.17491893974214e-06,0,0,-1.68083302822687e-07,0,0,0,3.51384916879692e-07,0.999999595563546,0,-0.999994182861682
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,-3.50331561011788e-06,0,0,2.90612762603585e-06,0,0,-5.05038551154247e-07,0,0,0,-3.20684430663932e-06,0,0,0,0,4.54474204285222e-07,0.999997121313474,-0.9999969381592,0
