date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,HEX,DOT
20150321,0.297345336691296,0.122531314833229,0.212863586168469,0.20840975584179,0.289271980788721,0.20655518587832,0.16911679236967,0.178661314167975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150322,0.306288167354696,0.162922649736392,0.221883060196583,0.190513518956085,0.279413435239194,0.203386707640265,0.147865914365382,0.160369118280637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150323,0.318356580238388,0.0832453316610796,0.247379902774178,0.154884547429288,0.262278117962503,0.190173777854395,0.14947606580662,0.20815745396455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150324,0.412191282571073,0.179530383694099,0.280657528178722,0.211885343793306,0.29785240269862,0.0990721560205793,0.198318357670977,0.213694290717883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150325,0.372883025141644,0.154970347181324,0.232024499109593,0.171863470745144,0.302186607005404,0.0746911377497611,0.214937749048285,0.285353491579877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150326,0.391239499477631,0.115076694489112,0.250876006611873,0.147296927296185,0.29846224909132,0.114616900893891,0.181643028848744,0.264350109879592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150327,0.419267707012901,0.167253356324183,0.243918995894789,0.219638438336486,0.27526946678669,0.170762441084602,0.204365175749573,0.28362703725374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150328,0.318978644222263,0.14936605561456,0.223806590256705,0.216329046515672,0.173678710930902,0.0585483769821119,0.241495036582241,0.220767785034928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150329,0.383513716332721,0.15765815868599,0.222867721363255,0.166448249835162,0.244808626708829,0.166120029215709,0.232463471500365,0.200134554953938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150330,0.42956724478195,0.146406985602945,0.246754168427482,0.216797251956509,0.23660111189583,0.095628989715927,0.306669124512879,0.195597038280072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150331,0.426495551216781,0.0775714440340045,0.208153794051243,0.16318749279842,0.232649195969151,0.125815561935079,0.312333714306657,0.147057984103164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150401,0.37175732049066,0.0992668595736736,0.234302517288389,0.101430089544339,0.136790624434053,0.20653695024239,0.112480599011849,0.128810411814414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150402,0.385322315852492,0.0571170699445603,0.215395074112928,0.106182719338485,0.167782141929023,0.129629879296121,0.136600195142325,0.145316149283924,0.264733190054995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150403,0.343681662313761,0.302116114140857,0.266378746118277,0.114138784639866,0.262788103281426,0.134252254839279,0.123817285661253,0.123817285661253,0.613369426487329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150404,0.369219561830965,0.111911507687031,0.302238386084372,0.206523344366623,0.171952823754427,0.169453602354887,0.11332118198557,0.162904164731005,0.989891623621739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150405,0.331690173822031,0.15617995727584,0.292722882810722,0.181081460754523,0.23288064746062,0.227159950244377,0.15617995727584,0.108243981621397,0.779404776869134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150406,0.36807501457971,0.266024615498901,0.289852318879147,0.180393031410604,0.210793902197401,0.211217540111112,0.162681341241991,0.190094284484371,0.629217530748685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150407,0.349906375490598,0.426256178108961,0.235140669692148,0.192380046717822,0.227453849023648,0.201884853902554,0.124198712438102,0.21293779797286,0.199601324448332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150408,0.371584320330581,0.167920652923558,0.263421685912574,0.161383231475618,0.267328972964462,0.202969011233823,0.124587985137902,0.226895308524194,0.610745970354076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150409,0.379061349268939,0.194806317335364,0.247447186793779,0.211255910436229,0.243159011603592,0.169245469231799,0.117314369328189,0.210399295083796,0.64836293074018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150410,0.405052498309937,0.279763913435369,0.353727725433933,0.166026578068662,0.316250368975894,0.166975685163408,0.126160185073467,0.205297114278423,0.383690824335689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150411,0.377148405231998,0.150091083791753,0.35295578872507,0.173512582639569,0.302363305191142,0.150254104113576,0.110463906229386,0.161609250728215,0.502659155092138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150412,0.383350434156723,0.312363822287409,0.244037928540031,0.182104886757273,0.26625036196489,0.145700237794445,0.162268396522377,0.161207832135832,0.474448796563328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150413,0.408483914648241,0.0706172030705137,0.314163466011642,0.167774478101942,0.26032368591261,0.0827226621410699,0.0628676752656194,0.164187670192154,0.412055089743965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150414,0.370905992366601,0.111421396131144,0.374420450525241,0.160418296435537,0.305174016472442,0.103968154546171,0.156051530503831,0.17849435629618,0.402047167025081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150415,0.352417871020942,0.114865302304527,0.233822682697497,0.199468920434508,0.219130030023047,0.0790896148285703,0.105343279574824,0.1312736528181,0.710031004855374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150416,0.364506967263631,0.0850312160219825,0.282112263195054,0.187050606152113,0.2562404709257,0.0747681950580834,0.160866619354834,0.165772939837964,0.3637736161703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150417,0.352038083044027,0.0754747082667093,0.35234982967184,0.172487591389031,0.287557904697665,0.252699080800795,0.198361804476463,0.111643132844689,0.270643727674995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150418,0.3652056332585,0.172546294969913,0.404004039022945,0.102931467279739,0.241490764925678,0.121045841269776,0.196088003765361,0.0711431112339063,0.54333539585747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150419,0.320693328503453,0.118500416220643,0.269218177096169,0.221479026444729,0.261902594020094,0.130993165607901,0.162747650096232,0.0497810045561079,0.212972899054691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150420,0.320254882097186,0.116019673257019,0.337679148349353,0.191920516909271,0.183816501184762,0.172984848951821,0.196192013636497,0.048180987865514,0.364223291743611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150421,0.35620959038866,0.177714403352107,0.34794562634132,0.0927730264994577,0.269582612318075,0.0792683254491089,0.148690783655995,0.156546990744748,0.20731052647655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150422,0.340713413639475,0.0711250270276643,0.269655498915074,0.172534370223882,0.173598356588923,0.0754373462615409,0.14646856216229,0.14911596825105,0.524493350409287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150423,0.336136433002441,0.0671005055278804,0.315952164175085,0.125875768091156,0.190487041221496,0.0840494291057966,0.18423055262883,0.149575310240529,0.549459667872365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150424,0.314294934818124,0.410743089115743,0.328466365403476,0.114820342939063,0.22360978937789,0.0800011633147347,0.0953602410642457,0.158593872467491,0.291629194809432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150425,0.337487356834126,0.21699542657814,0.319454651102022,0.13605873586134,0.283614959823908,0.0930362634400346,0.115705266452629,0.19687747704434,0.431011469316436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150426,0.347037485862165,0.0629928134467956,0.363319372942285,0.168754289374078,0.351121989750554,0.105575620036072,0.20497757179287,0.177530336258177,0.320171853945969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150427,0.292413209071074,0.128362419446224,0.232256380325368,0.25563674701851,0.29318162260186,0.0888777111748675,0.208943237509154,0.183772926684846,0.205622887274409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150428,0.359170034955315,0.157574562444896,0.357465788616307,0.130319822038834,0.296026026155492,0.191784861036546,0.103126000237544,0.0709173958013624,0.201639700942078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150429,0.389706787786089,0.415117281388307,0.352340412637994,0.121508198659084,0.354911739794925,0.0631440463827829,0.0910793912538581,0.0786505301000908,0.369100759711325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150430,0.356113038383696,0.0325327404947228,0.360885030756125,0.165923304087287,0.369612342009718,0.128764412763694,0.180208528354328,0.139267987199024,0.345938034958692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150501,0.402918062022962,0.150979372935582,0.343008294731681,0.112288162253677,0.383810640276646,0.120961663470227,0.134719526445882,0.177160862694782,0.34411574062014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150502,0.406701618939571,0.0794208129629066,0.356111227140394,0.114775657881106,0.293747237478335,0.144866277301015,0.160245603125544,0.134577870147399,0.285817732779679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150503,0.342972487192618,0.188789015143958,0.347152767073415,0.240573994191101,0.255110882091281,0.117940593701474,0.170181172214831,0.130703841288441,0.309562937159781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150504,0.311115746560556,0.149760712096414,0.323350327186684,0.228146098727392,0.23573783334853,0.0788231899151363,0.179719780693633,0.144442930866872,0.458468846621703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150505,0.371891701009559,0.0687677512760209,0.288059874993195,0.119024417271862,0.306749084172558,0.111812685450353,0.254671805533552,0.0324103847710909,0.427467796500044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150506,0.388329106728352,0.0617863840277007,0.302041996787309,0.10884431258717,0.32100646293629,0.0528133204342012,0.229334333987419,0.0476927319711362,0.340619902567041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150507,0.396364762723796,0.0972937216481609,0.309950308333562,0.0999909631035979,0.313113696962552,0.116987012233784,0.149385663381986,0.100907018944031,0.623319522982416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150508,0.415226320852063,0.0699337105538791,0.320953093793233,0.141008397712298,0.26502775347096,0.103615375103137,0.138986554379393,0.14573466418597,0.400430320867389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150509,0.411266919989388,0.0586684538105383,0.328611987679958,0.0810186706557534,0.26318877049997,0.0883094887010546,0.192390145117786,0.134611091453195,0.33545830650133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150510,0.386847571082135,0.14864474300307,0.31768837168288,0.10061283137503,0.303602949635251,0.0942698425854217,0.175471680930603,0.121470369181792,0.451072739714447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150511,0.377072870589312,0.167764016472944,0.337794267567834,0.121134773271662,0.197573959153914,0.142294863973604,0.127413227443796,0.130074670232546,0.452454873147783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150512,0.31277494689655,0.137452248432436,0.368357500841557,0.119944649872642,0.298398664723801,0.329766810211983,0.143279558258927,0.109479674023559,0.330040045943371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150513,0.338944866134926,0.0788454265780996,0.363649735619935,0.120404556953062,0.259758364801063,0.291371248601641,0.204767680303462,0.0725423792437824,0.495610965749725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150514,0.373356535108658,0.124747847957838,0.301607877734953,0.108400850935011,0.223329850826433,0.222716872589823,0.187617813220592,0.144943846680534,0.319405157190835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150515,0.387918366145831,0.0704082319493362,0.365939664218996,0.114852830650663,0.163086825277167,0.174125979231033,0.188159407851725,0.117518529623183,0.339177582324252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150516,0.316746193439243,0.167525076675991,0.333581774384354,0.107481844521174,0.258088845253842,0.395306237763251,0.187279111460643,0.154215212746174,0.386406743643827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150517,0.345765540959913,0.173392597039737,0.288415377320969,0.102450567979753,0.277009221529645,0.335627937711344,0.190441732196373,0.159411057035265,0.400966807606444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150518,0.352747181360099,0.287448273924708,0.347485521649238,0.165931677699266,0.242752335738613,0.263501633002747,0.192403783283309,0.175148536850559,0.449043262653107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150519,0.36089266385126,0.171809666533144,0.342162170287707,0.149235114385383,0.244401215105843,0.118402489094387,0.181611386289761,0.188107367169861,0.379591135058448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150520,0.302297511075386,0.0894457704864875,0.409781790716884,0.0966733881817455,0.27224568621241,0.10942015944497,0.122378854325845,0.150727086545692,0.447693163224926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
