Dates,GCNY3M Index,GCNY10YR Index,SHIF3M Index,FXI US EQUITY,VXFXI INDEX
2006-11-13,,2.974,2.7551,30.4167,
2006-11-14,,2.978,2.7707,30.5833,
2006-11-15,,2.984,2.775,30.9333,
2006-11-16,,2.986,2.7764,30.9667,
2006-11-17,,2.975,2.7774,31.16,
2006-11-20,,2.977,2.7825,31.1667,
2006-11-21,,2.99,2.7895,31.2833,
2006-11-22,,2.979,2.7916,31.97,
2006-11-23,,3.003,2.7952,,
2006-11-24,,3.042,2.8028,32.0467,
2006-11-27,,3.042,2.8018,31.2833,
2006-11-28,,3.024,2.8023,30.66,
2006-11-29,,3.012,2.8038,31.65,
2006-11-30,,3.029,2.8054,31.75,
2006-12-01,,3.021,2.8086,31.3833,
2006-12-04,,3.009,2.809,31.8167,
2006-12-05,,3.014,2.8096,32.7333,
2006-12-06,,3.009,2.8093,32.6,
2006-12-07,,3.016,2.8094,32.24,
2006-12-08,,3.028,2.8096,32.2833,
2006-12-11,,3.046,2.8089,32.9167,
2006-12-12,,3.044,2.808,32.7633,
2006-12-13,,3.042,2.808,32.6467,
2006-12-14,,3.037,2.8079,33.4667,
2006-12-15,,3.035,2.8073,33.6667,
2006-12-18,,3.041,2.8076,34.0833,
2006-12-19,,3.038,2.8072,33.9733,
2006-12-20,,3.045,2.8066,34.6167,
2006-12-21,,3.034,2.8069,34.1767,
2006-12-22,,3.038,2.807,34.5967,
2006-12-25,,3.045,2.8072,,
2006-12-26,,3.04,2.8073,35.8833,
2006-12-27,,3.04,2.8076,37.3233,
2006-12-28,,3.041,2.8079,37.4667,
2006-12-29,,3.058,2.808,37.15,
2007-01-01,,,,,
2007-01-02,,,,,
2007-01-03,,,,38.8,
2007-01-04,,3.036,2.8077,37.4333,
2007-01-05,,3.038,2.8079,35.3167,
2007-01-08,,3.055,2.808,36.35,
2007-01-09,,3.043,2.8083,34.7333,
2007-01-10,,3.032,2.8082,34.05,
2007-01-11,,3.023,2.8081,34.3333,
2007-01-12,,3.025,2.8079,35.1333,
2007-01-15,,3.028,2.8078,,
2007-01-16,,3.029,2.8079,35.7967,
2007-01-17,,3.024,2.8079,35.4167,
2007-01-18,,3.038,2.808,34.9333,
2007-01-19,,3.029,2.808,35.45,
2007-01-22,,3.041,2.8081,35.6667,
2007-01-23,,3.046,2.8081,36.3,
2007-01-24,,3.034,2.8082,36.8333,
2007-01-25,,3.039,2.8082,34.8833,
2007-01-26,,3.041,2.8082,35.1667,
2007-01-29,,3.042,2.8082,34.5333,
2007-01-30,,3.037,2.8083,35.5833,
2007-01-31,,3.057,2.8083,34.6067,
2007-02-01,,3.045,2.8083,34.78,
2007-02-02,,3.051,2.8083,34.65,
2007-02-05,,3.058,2.8084,34.5167,
2007-02-06,,3.054,2.8085,35.15,
2007-02-07,,3.058,2.8153,35.35,
2007-02-08,,3.047,2.8204,35.7133,
2007-02-09,,3.054,2.8433,35.1233,
2007-02-12,,3.08,2.8757,35.25,
2007-02-13,,3.1,2.8745,35.3333,
2007-02-14,,3.1,2.8772,35.3833,
2007-02-15,,3.1,2.8792,35.4,
2007-02-16,,3.11,2.8727,35.6333,
2007-02-19,,,,,
2007-02-20,,,,35.7367,
2007-02-21,,,,35.9967,
2007-02-22,,,,36,
2007-02-23,,,,35.1333,
2007-02-26,,3.11,2.8637,35.1333,
2007-02-27,,3.1,2.8616,31.6667,
2007-02-28,,3.11,2.8539,33.0333,
2007-03-01,,3.12,2.8468,32.22,
2007-03-02,,3.13,2.8394,31.7,
2007-03-05,,3.12,2.8332,30.55,
2007-03-06,,3.17,2.8292,32.1667,
2007-03-07,,3.16,2.8247,31.8033,
2007-03-08,,3.17,2.8231,32.8667,
2007-03-09,,3.17,2.8217,32.75,
2007-03-12,,3.17,2.8215,33.27,
2007-03-13,,3.17,2.8211,31.8667,
2007-03-14,,3.18,2.8203,32.5833,
2007-03-15,,3.18,2.821,32.66,
2007-03-16,,3.17,2.8214,32.3367,
2007-03-19,,3.25,2.8335,33.3767,
2007-03-20,,3.26,2.8357,33.6733,
2007-03-21,,3.33,2.8401,34.47,
2007-03-22,,3.36,2.8447,34.02,
2007-03-23,,3.35,2.848,34.3167,
2007-03-26,,3.35,2.8499,34.3333,
2007-03-27,,3.38,2.854,34.1,
2007-03-28,,3.4,2.8574,33.7767,
2007-03-29,,3.4,2.8592,34.7467,
2007-03-30,,3.37,2.861,34.1433,
2007-04-02,,3.46,2.8643,34.8267,
2007-04-03,,3.46,2.8643,35.3833,
2007-04-04,,3.45,2.8652,35.6333,
2007-04-05,,3.45,2.8656,35.6667,
2007-04-06,,3.46,2.8695,,
2007-04-09,,3.47,2.8779,35.9,
2007-04-10,,3.48,2.8822,36.0967,
2007-04-11,,3.48,2.8873,35.8567,
2007-04-12,,3.48,2.8894,36.7467,
2007-04-13,,3.49,2.8904,36.6933,
2007-04-16,,3.48,2.8932,37.3367,
2007-04-17,,3.52,2.9016,37.3233,
2007-04-18,,3.51,2.9049,37.0567,
2007-04-19,,3.56,2.9379,36.5,
2007-04-20,,3.58,2.9532,36.95,
2007-04-23,,3.56,2.9651,36.2667,
2007-04-24,,3.6,2.9721,36.3,
2007-04-25,,3.59,2.976,36.65,
2007-04-26,,3.61,2.9737,36.3933,
2007-04-27,,3.62,2.9745,36.03,
2007-04-30,,3.64,2.9574,35.0967,
2007-05-01,,,,35.4933,
2007-05-02,,,,35.9467,
2007-05-03,,,,36.4833,
2007-05-04,,,,36.7333,
2007-05-07,,,,37.0633,
2007-05-08,,3.64,2.955,36.74,
2007-05-09,,3.63,2.9532,37.2767,
2007-05-10,,3.65,2.9553,36.3333,
2007-05-11,,3.66,2.959,38.3333,
2007-05-14,,3.65,2.9699,38.16,
2007-05-15,,3.67,2.9695,38.03,
2007-05-16,,3.66,2.9669,38.8267,
2007-05-17,,3.74,2.9634,38.5233,
2007-05-18,,3.74,2.9629,38.28,
2007-05-21,,3.83,2.9826,38.2333,
2007-05-22,,3.87,3.0017,37.9833,
2007-05-23,,3.91,3.0196,37.7,
2007-05-24,,4,3.0327,36.6667,
2007-05-25,,4.01,3.038,37.3467,
2007-05-28,,3.97,3.0424,,
2007-05-29,,4.02,3.0445,36.8933,
2007-05-30,,4.03,3.0459,37.0433,
2007-05-31,,3.96,3.0472,37.45,
2007-06-01,,3.92,3.0472,38.1733,
2007-06-04,,4,3.0502,38.1,
2007-06-05,,4,3.0519,38.4833,
2007-06-06,,4.01,3.0544,37.9233,
2007-06-07,,4.04,3.0501,37.6133,
2007-06-08,,4.05,3.0486,38.5667,
2007-06-11,,4.1,3.0495,38.9833,
2007-06-12,,4.12,3.0503,38.24,
2007-06-13,,4.12,3.0522,38.9433,
2007-06-14,,4.19,3.0553,39.95,
2007-06-15,,4.27,3.0573,40.91,
2007-06-18,,4.35,3.0585,41.8533,
2007-06-19,,4.21,3.061,42.1467,
2007-06-20,,4.3,3.0633,42.03,
2007-06-21,,4.37,3.0664,43.3133,
2007-06-22,,4.41,3.0708,42.8567,
2007-06-25,,4.43,3.0766,42.56,
2007-06-26,,4.43,3.0781,42.0067,
2007-06-27,,4.44,3.078,43.0167,
2007-06-28,,4.43,3.0827,43.1733,
2007-06-29,,4.43,3.0868,42.95,
2007-07-02,,4.46,3.1032,43.74,
2007-07-03,,4.46,3.1051,44.6567,
2007-07-04,,4.47,3.1073,,
2007-07-05,,4.46,3.1094,44.5,
2007-07-06,,4.49,3.1135,45.6167,
2007-07-09,,4.5,3.1236,46.2467,
2007-07-10,,4.51,3.1241,45.7033,
2007-07-11,,4.53,3.1326,45.95,
2007-07-12,,4.51,3.1339,46.83,
2007-07-13,,4.5,3.1376,46.9967,
2007-07-16,,4.51,3.1394,46.35,
2007-07-17,,4.49,3.1408,46.3267,
2007-07-18,,4.49,3.1421,45.4467,
2007-07-19,,4.5,3.1422,46.0667,
2007-07-20,,4.49,3.1421,46.08,
2007-07-23,,4.49,3.167,47.5267,
2007-07-24,,4.49,3.1822,46.3333,
2007-07-25,,4.46,3.1883,47.1967,
2007-07-26,,4.47,3.1904,45.3,
2007-07-27,,4.44,3.1934,44.55,
2007-07-30,,4.43,3.1938,46.39,
2007-07-31,,4.41,3.1924,46.6367,
2007-08-01,,4.35,3.1948,45.7333,
2007-08-02,,4.35,3.193,45.4,
2007-08-03,,4.34,3.1941,43.3867,
2007-08-06,,4.39,3.1944,43.73,
2007-08-07,,4.37,3.1934,43.4233,
2007-08-08,,4.37,3.1947,45.3,
2007-08-09,,4.36,3.1957,43.5867,
2007-08-10,,4.36,3.1969,43.4833,
2007-08-13,,4.35,3.1976,43.2233,
2007-08-14,,4.38,3.1978,42.6167,
2007-08-15,,4.39,3.1986,40.8567,
2007-08-16,,4.35,3.1998,39.9133,
2007-08-17,,4.38,3.2004,41.4667,
2007-08-20,,4.38,3.201,42.4667,
2007-08-21,,4.36,3.2013,43,
2007-08-22,,4.34,3.248,45.9733,
2007-08-23,,4.36,3.2537,46.0033,
2007-08-24,,4.26,3.2591,47.88,
2007-08-27,,4.27,3.2607,51.0233,
2007-08-28,,4.28,3.2637,46.9,
2007-08-29,,4.26,3.2691,49.3633,
2007-08-30,,4.3,3.2743,48.83,
2007-08-31,,4.28,3.2793,50.1033,
2007-09-03,,4.25,3.2832,,
2007-09-04,,4.28,3.2864,50.9367,
2007-09-05,,4.29,3.2915,49.6233,
2007-09-06,,4.3,3.3,50.1733,
2007-09-07,,4.32,3.328,48.9267,
2007-09-10,,4.33,3.3473,49.7833,
2007-09-11,,4.33,3.3556,50.3933,
2007-09-12,,4.36,3.3629,50.89,
2007-09-13,,4.37,3.3723,51.2267,
2007-09-14,,4.27,3.3918,52.0133,
2007-09-17,,4.4,3.4666,51.5767,
2007-09-18,,4.45,3.5073,54.4333,
2007-09-19,,4.48,3.5266,54.75,
2007-09-20,,4.47,3.6236,54.53,
2007-09-21,,4.5,3.7448,56.16,
2007-09-24,,4.49,3.8113,57.8133,
2007-09-25,,4.49,3.8395,58.05,
2007-09-26,,4.48,3.8553,58.6867,
2007-09-27,,4.46,3.8642,60.6967,
2007-09-28,,4.44,3.8557,60,
2007-10-01,,,,61.75,
2007-10-02,,,,63.1633,
2007-10-03,,,,59.82,
2007-10-04,,,,60.4,
2007-10-05,,,,63.8667,
2007-10-08,,4.46,3.8482,62.3967,
2007-10-09,,4.44,3.8508,63.97,
2007-10-10,,4.45,3.8567,64.1133,
2007-10-11,,4.46,3.864,64.1667,
2007-10-12,,4.45,3.8691,67.63,
2007-10-15,,4.42,3.8707,67.6467,
2007-10-16,,4.42,3.8721,66.3467,
2007-10-17,,4.43,3.8746,72.8267,
2007-10-18,,4.44,3.8757,70.8333,
2007-10-19,,4.44,3.8804,66.4333,
2007-10-22,,4.43,3.8848,67.1667,
2007-10-23,,4.46,3.902,70.0133,
2007-10-24,,4.5,3.9231,68.83,
2007-10-25,,4.5,3.9504,69.2,
2007-10-26,,4.49,4.0045,69.7733,
2007-10-29,,4.48,4.0081,71.7633,
2007-10-30,,4.5,4.028,70.4733,
2007-10-31,,4.5,4.0516,72.8367,
2007-11-01,,4.5,4.076,69.4433,
2007-11-02,,4.52,4.0907,69.3633,
2007-11-05,,4.54,4.1192,63.27,
2007-11-06,,4.55,4.1374,66.0833,
2007-11-07,,4.53,4.1691,62.9333,
2007-11-08,,4.54,4.1988,61.4767,
2007-11-09,,4.56,4.2165,60.6667,
2007-11-12,,4.58,4.2275,56.5,
2007-11-13,,4.57,4.2554,60.7033,
2007-11-14,,4.58,4.2796,62.56,
2007-11-15,,4.59,4.2943,60.47,
2007-11-16,,4.59,4.2993,59.4567,
2007-11-19,,4.57,4.3013,56.5167,
2007-11-20,,4.57,4.3158,59.1333,
2007-11-21,,4.58,4.3227,54.5033,
2007-11-22,,4.58,4.3236,,
2007-11-23,,4.55,4.3403,57.43,
2007-11-26,,4.57,4.3464,55.9333,
2007-11-27,,4.55,4.344,58.8233,
2007-11-28,,4.57,4.3554,62.3333,
2007-11-29,,4.55,4.3579,61.6667,
2007-11-30,,4.54,4.3535,62.4867,
2007-12-03,,4.52,4.3527,60.8333,
2007-12-04,,4.53,4.3515,61.6,
2007-12-05,,4.54,4.3522,65.2467,
2007-12-06,,4.53,4.3533,65.83,
2007-12-07,,4.53,4.3472,63.1333,
2007-12-10,,4.52,4.3467,62.5,
2007-12-11,,4.52,4.3465,59.5167,
2007-12-12,,4.52,4.3485,61.17,
2007-12-13,,4.49,4.3484,58.6833,
2007-12-14,,4.51,4.3458,57.1667,
2007-12-17,,4.52,4.3473,53.75,
2007-12-18,,4.49,4.3548,56.79,
2007-12-19,,4.49,4.352,56.83,
2007-12-20,,4.49,4.3574,57.5667,
2007-12-21,,4.49,4.389,59.3467,
2007-12-24,,4.5,4.3993,59.8333,
2007-12-25,,4.5,4.4087,,
2007-12-26,,4.47,4.4135,59.5267,
2007-12-27,,4.48,4.4195,57.3667,
2007-12-28,,4.46,4.4254,57.1,
2007-12-31,,,,56.8167,
2008-01-01,,,,,
2008-01-02,,4.47,4.4404,55.9833,
2008-01-03,,4.47,4.4427,55.6,
2008-01-04,,4.46,4.4446,54.5367,
2008-01-07,,4.46,4.4472,56.1167,
2008-01-08,,4.45,4.4565,55.3267,
2008-01-09,,4.45,4.4618,58.8,
2008-01-10,,4.47,4.4613,59.25,
2008-01-11,,4.45,4.4671,56.6667,
2008-01-14,,4.45,4.4692,56.9167,
2008-01-15,,4.45,4.4764,52.62,
2008-01-16,,4.45,4.482,50.55,
2008-01-17,,4.45,4.4888,49.6733,
2008-01-18,,4.45,4.4907,52.3133,
2008-01-21,,4.45,4.4952,,
2008-01-22,,4.41,4.4981,47.92,
2008-01-23,,4.39,4.5003,50.45,
2008-01-24,,4.37,4.5033,49.9667,
2008-01-25,,4.36,4.5057,49.61,
2008-01-28,,4.35,4.5051,50.2067,
2008-01-29,,4.36,4.5044,49.7667,
2008-01-30,,4.36,4.5027,47.45,
2008-01-31,,4.35,4.5052,48.0233,
2008-02-01,,4.24,4.5062,50.2333,
2008-02-04,,4.14,4.5047,51.5167,
2008-02-05,,4.16,4.5029,47.9567,
2008-02-06,,,,46.2167,
2008-02-07,,,,48.03,
2008-02-08,,,,47.2167,
2008-02-11,,,,46.85,
2008-02-12,,,,48.1367,
2008-02-13,,4.17,4.5048,48.9967,
2008-02-14,,4.18,4.5033,47.8733,
2008-02-15,,4.17,4.5041,49.96,
2008-02-18,,4.18,4.5043,,
2008-02-19,,4.22,4.5042,50.2767,
2008-02-20,,4.2,4.5047,49.78,
2008-02-21,,4.19,4.5037,47.8533,
2008-02-22,,4.21,4.5068,49.26,
2008-02-25,,4.19,4.5059,49.3633,
2008-02-26,,4.19,4.5054,49.8233,
2008-02-27,,4.18,4.5015,51.4633,
2008-02-28,,4.18,4.5013,50.1633,
2008-02-29,,4.17,4.5018,48.41,
2008-03-03,,4.17,4.5016,48.8167,
2008-03-04,,4.16,4.5018,46.81,
2008-03-05,,4.19,4.502,47.6947,
2008-03-06,,4.16,4.4994,45.5,
2008-03-07,,4.17,4.5001,45.3567,
2008-03-10,,4.17,4.5012,44.4833,
2008-03-11,,4.17,4.503,48.8166,
2008-03-12,,4.17,4.5022,46.71,
2008-03-13,,4.16,4.5012,45.5733,
2008-03-14,,4.17,4.5011,42.9566,
2008-03-17,,4.16,4.5011,42.2067,
2008-03-18,,4.16,4.5003,44.3333,
2008-03-19,,4.16,4.5012,41.23,
2008-03-20,,4.16,4.5014,42.36,
2008-03-21,,4.16,4.5016,,
2008-03-24,,4.15,4.5018,42.7834,
2008-03-25,,4.15,4.4998,44.8967,
2008-03-26,,4.14,4.4994,43.7833,
2008-03-27,,4.12,4.4986,44.1667,
2008-03-28,,4.09,4.4986,45.6297,
2008-03-31,,4.12,4.4982,45.0467,
2008-04-01,,4.13,4.4986,48.4048,
2008-04-02,,4.09,4.4979,47.3833,
2008-04-03,,4.08,4.4963,49.3533,
2008-04-04,,,,48.8667,
2008-04-07,,,4.4943,50,
2008-04-08,,,4.4957,48.6753,
2008-04-09,,4.08,4.4951,46.97,
2008-04-10,,4.08,4.4945,48.5533,
2008-04-11,,4.08,4.4956,47.6333,
2008-04-14,,4.08,4.4963,46.8133,
2008-04-15,,4.07,4.4973,47.5333,
2008-04-16,,4.08,4.498,49.19,
2008-04-17,,4.06,4.4958,48.3267,
2008-04-18,,4.07,4.4945,49.1167,
2008-04-21,,4.06,4.4918,49.8033,
2008-04-22,,4.06,4.4916,49.5667,
2008-04-23,,4.05,4.4927,52.537,
2008-04-24,,4.07,4.4913,53.4533,
2008-04-25,,4.07,4.4904,52.7367,
2008-04-28,,4.08,4.4895,52.4533,
2008-04-29,,4.07,4.4897,52.49,
2008-04-30,,4.09,4.4904,52.93,
2008-05-01,,,,54.0533,
2008-05-02,,,,54.5467,
2008-05-05,,4.09,4.4912,54.05,
2008-05-06,,4.09,4.492,54.4133,
2008-05-07,,4.09,4.4921,51.2167,
2008-05-08,,4.11,4.493,51.9833,
2008-05-09,,4.11,4.4933,50.67,
2008-05-12,,4.12,4.4947,50.9167,
2008-05-13,,4.14,4.4947,51.6333,
2008-05-14,,4.12,4.4939,52.0067,
2008-05-15,,4.14,4.4941,52.73,
2008-05-16,,4.15,4.4938,52.9133,
2008-05-19,,4.16,4.4932,52.9833,
2008-05-20,,4.16,4.4927,50.8,
2008-05-21,,4.14,4.493,50.7063,
2008-05-22,,4.17,4.4928,51.18,
2008-05-23,,4.17,4.4942,49.8633,
2008-05-26,,4.16,4.4911,,
2008-05-27,,4.16,4.4915,50.0567,
2008-05-28,,4.17,4.4929,49.9833,
2008-05-29,,4.18,4.4851,50.6833,
2008-05-30,,4.18,4.4804,50.7333,
2008-06-02,,4.2,4.4844,50.9967,
2008-06-03,,4.2,4.4846,49.1,
2008-06-04,,4.2,4.4851,48.5367,
2008-06-05,,4.2,4.4836,50.1267,
2008-06-06,,4.2,4.4857,47.19,
2008-06-09,,,,47.4533,
2008-06-10,,4.21,4.4864,46.22,
2008-06-11,,4.27,4.4837,45.1,
2008-06-12,,4.26,4.4809,46.21,
2008-06-13,,4.32,4.4608,46.1133,
2008-06-16,,4.29,4.465,46.4933,
2008-06-17,,4.34,4.4655,46.26,
2008-06-18,,4.3,4.4701,46.8233,
2008-06-19,,4.29,4.4729,46.8933,
2008-06-20,,4.38,4.4751,44.47,
2008-06-23,,4.42,4.4786,44.6733,
2008-06-24,,4.41,4.4771,44.4467,
2008-06-25,,4.41,4.4794,45.4367,
2008-06-26,,4.43,4.4801,43.1333,
2008-06-27,,4.54,4.4814,43.3533,
2008-06-30,,4.52,4.4833,43.6133,
2008-07-01,,4.57,4.4894,43.39,
2008-07-02,,4.57,4.4879,41.8233,
2008-07-03,,4.57,4.4867,41.88,
2008-07-04,,4.57,4.4839,,
2008-07-07,,4.58,4.466,42.8067,
2008-07-08,,4.59,4.4569,43.63,
2008-07-09,,4.61,4.4518,42.74,
2008-07-10,,4.55,4.4468,44.3833,
2008-07-11,,4.55,4.4306,44.35,
2008-07-14,,4.55,4.4274,43.92,
2008-07-15,,4.55,4.4237,42.5667,
2008-07-16,,4.53,4.4185,44.735,
2008-07-17,,4.53,4.417,45.1667,
2008-07-18,,4.53,4.4058,45.35,
2008-07-21,,4.54,4.4027,45.8333,
2008-07-22,,4.52,4.3988,46.5967,
2008-07-23,,4.5,4.3867,47.1967,
2008-07-24,,4.53,4.3686,45.17,
2008-07-25,,4.49,4.362,45.51,
2008-07-28,,4.51,4.3393,44.22,
2008-07-29,,4.49,4.3499,45.53,
2008-07-30,,4.5,4.3491,46.62,
2008-07-31,,4.53,4.3473,44.64,
2008-08-01,,4.48,4.3473,45.38,
