Dates,GCNY3M Index,GCNY10YR Index,SHIF3M Index,FXI US EQUITY,VXFXI INDEX
2011-02-08,,,,42.58,
2011-02-09,3,4.11,5.7299,41.5025,
2011-02-10,2.98,4.13,5.6362,41.37,
2011-02-11,2.99,4.13,5.4415,41.68,
2011-02-14,2.86,4.14,5.0048,41.92,
2011-02-15,2.79,4.06,4.825,41.8,
2011-02-16,2.81,4.07,4.765,42.31,
2011-02-17,2.8,4.07,4.7215,42.66,
2011-02-18,2.84,4.05,4.7145,42.73,
2011-02-21,2.8,4.06,4.8776,,
2011-02-22,2.8,4.06,4.9333,41.2,
2011-02-23,,4.06,4.9357,41.24,
2011-02-24,2.76,4.03,4.9197,41.16,
2011-02-25,2.76,3.98,4.925,41.84,
2011-02-28,,4.03,4.9107,42.449,
2011-03-01,2.69,3.96,4.8281,42.17,
2011-03-02,2.7,3.95,4.6752,42.56,
2011-03-03,2.71,3.96,4.5258,43.32,
2011-03-04,2.75,3.98,4.4645,43.44,
2011-03-07,2.72,3.95,4.4015,43.1,
2011-03-08,2.72,3.95,4.3203,44.14,
2011-03-09,2.74,3.94,4.2237,44.43,
2011-03-10,2.68,3.94,4.1944,43.64,
2011-03-11,2.67,3.95,4.1845,43.53,
2011-03-14,2.61,3.95,4.1903,43.57,
2011-03-15,2.65,3.94,4.2129,42.81,
2011-03-16,2.68,3.92,4.2207,41.752,35.84
2011-03-17,2.65,3.9,4.2401,41.98,31.77
2011-03-18,2.66,3.9,4.2461,41.68,29.31
2011-03-21,2.68,3.91,4.2684,42.75,25.95
2011-03-22,2.69,3.91,4.2684,42.83,24.52
2011-03-23,2.62,3.92,4.2654,43.19,24.03
2011-03-24,2.63,3.92,4.2517,43.63,22.92
2011-03-25,2.63,3.92,4.2388,43.67,22.99
2011-03-28,2.6,3.93,4.2072,43.33,23.52
2011-03-29,2.68,3.92,4.1666,43.72,23.8
2011-03-30,2.64,3.91,4.1656,44.4,23.03
2011-03-31,2.66,,4.169,44.91,23.04
2011-04-01,2.63,3.92,4.1788,45.49,22.44
2011-04-04,,,,46.35,22.4
2011-04-05,,,,46,22.52
2011-04-06,2.66,3.94,4.2293,46.07,22.94
2011-04-07,2.66,3.93,4.2491,45.99,23.2
2011-04-08,2.65,3.92,4.2531,46.02,23.56
2011-04-11,2.65,3.93,4.2522,45.57,21.29
2011-04-12,2.66,3.91,4.248,45.04,22.48
2011-04-13,2.69,3.91,4.2463,45.48,21.71
2011-04-14,2.64,3.89,4.2387,45.55,21.76
2011-04-15,2.63,3.89,4.2373,45.79,20.09
2011-04-18,2.61,3.9,4.2671,44.89,22.17
2011-04-19,2.63,3.9,4.288,44.84,20.97
2011-04-20,2.63,3.9,4.3058,45.99,20.79
2011-04-21,2.61,3.91,4.3449,46.37,20.58
2011-04-22,2.63,3.9,4.3771,,
2011-04-25,2.67,3.91,4.4797,45.87,22.48
2011-04-26,2.65,3.9,4.5218,46.01,22.2
2011-04-27,2.65,3.9,4.5315,45.57,22.4
2011-04-28,2.65,3.9,4.5339,45.22,22.14
2011-04-29,2.65,3.89,4.5387,45.21,22.05
2011-05-02,,,,45.07,23.33
2011-05-03,2.63,3.88,4.539,44.51,24.95
2011-05-04,2.63,3.88,4.5165,43.71,25.53
2011-05-05,2.62,3.88,4.5209,43.35,23.67
2011-05-06,2.63,3.87,4.5083,43.78,23.92
2011-05-09,2.62,3.85,4.5101,43.86,22.98
2011-05-10,2.63,3.85,4.4986,44.29,23
2011-05-11,2.61,3.85,4.4944,43.63,23.05
2011-05-12,2.62,3.85,4.4909,43.71,21.97
2011-05-13,2.61,3.85,4.5138,43.2,23.2
2011-05-16,2.64,3.85,4.5257,43.1,23.46
2011-05-17,2.68,3.86,4.5455,43.15,23.02
2011-05-18,2.66,3.85,4.5622,44.14,21.94
2011-05-19,2.69,3.85,4.5603,44.12,21.76
2011-05-20,2.64,3.85,4.5625,44.02,21.24
2011-05-23,2.67,3.85,4.5682,42.94,23.53
2011-05-24,2.76,3.86,4.5933,43.28,22.92
2011-05-25,2.76,3.86,4.6263,43.49,21.81
2011-05-26,2.82,3.86,4.644,43.73,20.96
2011-05-27,2.78,3.85,4.642,44.18,20.92
2011-05-30,2.82,3.85,4.6003,,
2011-05-31,2.82,3.84,4.6059,45.37,21.79
2011-06-01,2.82,3.84,4.6121,44.48,23.58
2011-06-02,2.74,3.84,4.6002,44.59,23.84
2011-06-03,2.86,3.84,4.5925,43.71,23.69
2011-06-06,,,,43.28,24.64
2011-06-07,2.94,3.84,4.5981,43.55,24.04
2011-06-08,2.85,3.85,4.6543,43.32,24.94
2011-06-09,2.87,3.87,4.7502,43.39,24.25
2011-06-10,2.8,3.87,4.7705,42.32,25.87
2011-06-13,2.85,3.89,4.8743,42.62,25.84
2011-06-14,2.96,3.9,4.9232,43.13,24.97
2011-06-15,2.85,3.96,5.2788,42.34,26.54
2011-06-16,2.98,3.99,5.5884,42.08,28.44
2011-06-17,3,3.99,5.6733,42.08,28.6
2011-06-20,3.4,3.99,5.7433,41.95,26.89
2011-06-21,3.4,3.98,5.8421,41.9,24.79
2011-06-22,3.48,3.98,6.0594,41.11,24.81
2011-06-23,3.49,3.95,6.383,41.27,24.64
2011-06-24,3.47,3.94,6.3893,41.64,25.63
2011-06-27,3.43,3.9,6.4302,42.35,26.1
2011-06-28,3.41,3.89,6.4611,42.6,25.15
2011-06-29,3.38,3.89,6.4571,42.45,23.69
2011-06-30,3.39,3.89,6.3917,42.95,22.55
2011-07-01,3.38,3.89,6.3867,43.3,22.12
2011-07-04,3.35,3.89,6.3579,,
2011-07-05,3.33,3.9,6.3481,42.97,22.5
2011-07-06,3.31,3.91,6.3333,42.42,23.02
2011-07-07,3.36,3.91,6.3302,42.8,22.8
2011-07-08,3.27,3.91,6.3057,42.27,24.25
2011-07-11,3.32,3.9,6.2398,41.28,26.87
2011-07-12,3.21,3.9,6.1912,40.89,26.87
2011-07-13,3.21,3.91,6.1102,41.5,25.99
2011-07-14,3.25,3.92,6.0853,41.2,26.11
2011-07-15,3.28,3.94,6.0216,41.33,25.32
2011-07-18,3.23,3.94,5.9927,41.21,25.92
2011-07-19,3.29,3.98,5.981,41.77,24.03
2011-07-20,3.41,4.05,5.9694,41.94,23.76
2011-07-21,3.39,4.1,5.956,42.18,23.68
2011-07-22,3.55,4.11,5.9688,42.44,22.8
2011-07-25,3.4,4.08,6.0383,42.18,24.29
2011-07-26,3.41,4.08,6.0283,42.66,24.15
2011-07-27,3.45,4.08,6.0198,42.06,26.31
2011-07-28,3.41,4.09,6.0002,42.36,26.17
2011-07-29,3.43,4.09,5.9993,42.36,27.1
2011-08-01,3.49,4.03,5.9712,42.22,26.41
2011-08-02,3.5,4.03,5.9085,41.15,27.53
2011-08-03,3.4,4.08,5.8897,40.93,27.2
2011-08-04,3.4,4.11,5.8493,39.24,34.62
2011-08-05,3.42,4.11,5.8066,38.76,39.88
2011-08-08,3.43,4.11,5.7463,35.99,50.12
2011-08-09,3.45,4.11,5.6908,37.46,45.38
2011-08-10,3.43,3.99,5.649,35.12,55.44
2011-08-11,3.45,3.94,5.5883,37.02,46.07
2011-08-12,3.37,3.96,5.5257,36.71,43.25
2011-08-15,3.38,3.94,5.4929,38.08,37.06
2011-08-16,3.24,3.94,5.4602,37.82,36.39
2011-08-17,3.41,3.95,5.4443,37.67,33.54
2011-08-18,3.45,3.94,5.4328,36.2,42.28
2011-08-19,3.35,3.94,5.4328,35.88,46
2011-08-22,3.4,3.94,5.4273,35.668,44.42
2011-08-23,3.47,3.94,5.4246,37.31,38.71
2011-08-24,3.4,3.94,5.4049,36.88,40.08
2011-08-25,3.49,3.95,5.3848,36.63,46.02
2011-08-26,3.37,3.95,5.3546,36.96,41.92
2011-08-29,3.39,4.09,5.4867,37.97,37.73
2011-08-30,3.64,4.09,5.5113,37.94,37.89
2011-08-31,3.66,4.12,5.5444,38.63,34.92
2011-09-01,3.68,4.1,5.5774,38.09,36.09
2011-09-02,3.71,4.09,5.5753,37.12,38
2011-09-05,3.78,4.06,5.6079,,
2011-09-06,3.78,4.03,5.611,37.17,42.07
2011-09-07,3.75,4.03,5.6509,37.85,38.37
2011-09-08,3.78,4.05,5.6554,36.95,40.29
2011-09-09,3.77,4.07,5.6513,35.95,45.07
2011-09-12,,,,35.79,48.79
2011-09-13,3.68,4.04,5.6272,35.88,44.48
2011-09-14,3.75,4.03,5.6304,35.97,42.95
2011-09-15,3.67,4.05,5.6209,36.36,39.61
2011-09-16,3.64,4.06,5.6167,36.62,37.06
2011-09-19,3.72,4.08,5.6138,35.41,42.15
2011-09-20,3.63,4.09,5.6216,35.22,40.77
2011-09-21,3.72,4.09,5.6393,33.67,45.34
2011-09-22,3.67,4.09,5.6289,31.53,56.57
2011-09-23,3.67,4.08,5.6328,32.27,54.65
2011-09-26,3.55,3.91,5.6195,32.13,53.21
2011-09-27,3.5,3.9,5.6269,33.76,50.19
2011-09-28,3.6,3.9,5.6391,32.49,55.1
2011-09-29,3.55,3.93,5.6399,32.91,53.53
2011-09-30,3.6,3.93,5.6466,30.83,60.25
2011-10-03,,,,29.75,63.42
2011-10-04,,,,29.79,62.34
2011-10-05,,,,31,56.25
2011-10-06,,,,31.44,50.45
2011-10-07,,,,31.04,52.1
2011-10-10,3.43,,5.648,32.69,46.31
2011-10-11,3.38,3.77,5.6503,33.4,46.12
2011-10-12,3.35,3.79,5.6343,34.72,41.25
2011-10-13,3.2,3.79,5.632,34.31,40.39
2011-10-14,3.17,3.78,5.6343,34.67,40.35
2011-10-17,3.07,3.79,5.6404,33.57,43.66
2011-10-18,3.05,3.79,5.6235,34.14,42.02
2011-10-19,3.05,3.75,5.6179,33.12,44.83
2011-10-20,3,3.73,5.604,32.57,45.93
2011-10-21,3.05,3.73,5.617,33.46,43.68
2011-10-24,3.03,3.73,5.6136,35.28,42.16
2011-10-25,3.06,3.73,5.6363,34.73,45.56
2011-10-26,3.07,3.76,5.6354,36.13,45.17
2011-10-27,3.07,3.76,5.6522,38.21,39.98
2011-10-28,3.08,3.74,5.6643,37.79,38.39
2011-10-31,3.1,3.76,5.7048,36.06,42.85
2011-11-01,3.14,3.75,5.7693,35.51,47.97
2011-11-02,3.1,3.74,5.7033,37.44,44.62
2011-11-03,3.03,3.73,5.7017,38.07,42.98
2011-11-04,2.98,3.71,5.7043,37.719,43.29
2011-11-07,2.94,3.71,5.7221,38.21,42.07
2011-11-08,2.93,3.71,5.71,38.95,40.01
2011-11-09,2.69,3.67,5.7046,36.84,47.34
2011-11-10,2.78,3.61,5.6842,36.99,44.98
2011-11-11,2.5,3.61,5.6542,37.8,42.8
2011-11-14,2.69,3.58,5.6617,37.31,42.78
2011-11-15,2.67,3.57,5.6608,37.79,42.06
2011-11-16,2.48,3.62,5.6558,36.19,47.33
2011-11-17,2.48,3.62,5.6575,35.28,48.99
2011-11-18,2.49,3.65,5.655,35.32,46.4
2011-11-21,2.56,3.65,5.665,34.24,48.58
2011-11-22,2.65,3.65,5.6707,34.32,44.97
2011-11-23,2.56,3.65,5.6692,33.38,49.7
2011-11-24,2.66,3.63,5.6673,,
2011-11-25,2.6,3.63,5.6673,33.33,50.45
2011-11-28,2.54,3.63,5.6514,34.61,45.59
2011-11-29,2.41,3.64,5.6696,34.29,42.03
2011-11-30,2.61,3.65,5.6654,36.22,37.58
2011-12-01,2.59,3.57,5.6054,36.62,37.61
2011-12-02,2.53,3.49,5.5433,36.4,38.44
2011-12-05,2.52,3.46,5.53,36.87,38.26
2011-12-06,2.51,3.46,5.5183,36.56,38.97
2011-12-07,2.51,3.46,5.4842,36.82,38.65
2011-12-08,2.51,3.49,5.4711,35.7,42.4
2011-12-09,2.53,3.49,5.4682,36.3,39.18
2011-12-12,2.51,3.49,5.4607,34.94,39.02
2011-12-13,2.55,3.5,5.4511,34.74,36.45
2011-12-14,2.49,3.5,5.4459,34.38,37.66
2011-12-15,2.57,3.5,5.4471,34.09,35.69
2011-12-16,2.33,3.5,5.4506,34.53,34.23
2011-12-19,2.58,3.48,5.4505,33.61,36.53
2011-12-20,2.58,3.47,5.4563,35.04,32.06
2011-12-21,2.62,3.47,5.4484,34.755,31.54
2011-12-22,2.49,3.47,5.456,35.31,30.39
2011-12-23,2.6,3.49,5.4612,35.31,30.18
2011-12-26,2.39,3.49,5.4572,,
2011-12-27,2.6,3.48,5.4686,35.18,31.61
2011-12-28,2.65,3.48,5.4757,34.53,33.05
2011-12-29,2.6,3.47,5.4742,34.85,32.33
2011-12-30,2.65,3.44,5.4749,34.87,33.23
2012-01-02,,,,,
2012-01-03,,,,35.98,32.75
2012-01-04,2.38,3.44,5.4655,35.45,32.03
2012-01-05,2.75,3.44,5.4615,35.69,30.34
2012-01-06,2.76,3.44,5.46,35.17,30.85
2012-01-09,2.26,3.41,5.4602,35.92,30.19
2012-01-10,2.7,3.4,5.4616,36.73,28.89
2012-01-11,2.74,3.4,5.442,36.74,29.06
2012-01-12,2.74,3.42,5.4498,36.84,28.46
2012-01-13,2.67,3.42,5.457,36.74,29.54
2012-01-16,2.73,3.42,5.4844,,
2012-01-17,2.83,3.43,5.5147,37.62,28.67
2012-01-18,2.83,3.41,5.5883,38.32,27.96
2012-01-19,2.51,3.4,5.5498,38.6,28.88
2012-01-20,2.88,3.4,5.5071,38.67,27.95
2012-01-23,,,,38.83,27.68
2012-01-24,,,,38.965,27.67
2012-01-25,,,,39.41,27.35
2012-01-26,,,,39.18,27.91
2012-01-27,,,,39.6,27.39
2012-01-30,2.91,3.4,5.4705,38.47,29.76
2012-01-31,2.74,3.41,5.4668,38.83,28.8
2012-02-01,2.56,3.42,5.4586,39.42,27.95
2012-02-02,2.75,3.45,5.4515,39.93,27.86
2012-02-03,2.89,3.44,5.4391,40.49,27.58
2012-02-06,2.64,3.46,5.431,39.87,29.38
2012-02-07,2.65,3.49,5.3811,39.72,29.89
2012-02-08,2.65,3.49,5.3611,40.4,29.46
2012-02-09,2.63,3.53,5.3313,40.09,28.67
2012-02-10,2.74,3.55,5.3142,38.93,31.73
2012-02-13,2.67,3.5,5.2982,39.42,30.47
2012-02-14,2.68,3.53,5.284,39.39,30.19
2012-02-15,2.75,3.54,5.2774,39.81,30.51
2012-02-16,2.8,3.55,5.284,40.315,29.41
2012-02-17,2.9,3.55,5.3061,40.26,28.59
2012-02-20,2.78,3.52,5.3148,,
2012-02-21,2.84,3.53,5.306,39.93,29.05
2012-02-22,2.9,3.53,5.3055,40.32,27.23
2012-02-23,2.83,3.54,5.3044,40.14,26.65
2012-02-24,2.88,3.54,5.3043,40.16,25.63
2012-02-27,2.87,3.54,5.2974,39.71,27.25
2012-02-28,2.89,3.55,5.2828,40.29,26.59
2012-02-29,2.87,,5.2775,40.285,26.64
2012-03-01,3.18,3.55,5.2665,40.32,26.41
2012-03-02,2.78,3.58,5.2506,40.27,26.19
2012-03-05,2.88,3.57,5.2383,39.17,27.98
2012-03-06,2.91,3.56,5.2158,37.75,30.76
2012-03-07,3.17,3.55,5.1689,37.92,29.74
2012-03-08,2.97,3.54,5.1397,38.81,28.38
2012-03-09,3.15,3.55,5.1081,39.03,28.42
2012-03-12,3.16,3.55,5.0835,38.83,27.12
2012-03-13,2.82,3.54,5.0629,39.96,26.16
2012-03-14,2.81,3.55,5.0461,38.67,28.6
2012-03-15,2.73,3.56,5.0195,38.86,26.5
2012-03-16,2.8,3.55,4.9999,38.76,25.15
2012-03-19,2.72,3.56,4.9818,37.97,26.18
2012-03-20,2.75,3.57,4.967,37.27,27.29
2012-03-21,2.8,3.57,4.9643,37.42,26.53
2012-03-22,2.68,3.57,4.95,36.89,28.52
2012-03-23,2.8,3.57,4.9515,36.915,27.42
2012-03-26,2.7,3.53,4.9446,37.31,27.75
2012-03-27,2.71,3.55,4.9474,37.25,27.46
2012-03-28,2.79,3.55,4.9282,36.7,27.19
2012-03-29,2.78,3.53,4.9114,36.3,27.91
2012-03-30,2.69,3.52,4.9024,36.665,25.9
2012-04-02,,,,37.09,25.42
2012-04-03,,,,37.2,25.13
2012-04-04,,,,36.63,26.25
2012-04-05,2.79,3.53,4.8775,37.0029,25.68
2012-04-06,2.79,3.55,4.876,,
2012-04-09,3.06,3.52,4.8659,36.35,28.13
2012-04-10,2.69,3.54,4.8543,35.75,29.7
2012-04-11,3.13,3.54,4.8446,36.165,28.85
2012-04-12,2.76,3.54,4.8399,37.45,28.2
2012-04-13,2.79,3.55,4.8368,37.42,29.07
2012-04-16,2.79,3.55,4.8355,37.08,29.01
2012-04-17,2.76,3.55,4.8194,37.52,27.38
2012-04-18,2.79,3.55,4.7934,37.54,27.11
2012-04-19,2.73,3.55,4.7768,37.765,26.69
2012-04-20,2.67,3.56,4.7658,38,25.64
2012-04-23,2.7,3.55,4.745,37,27.55
2012-04-24,2.76,3.55,4.7363,37.19,27.28
2012-04-25,3.04,3.55,4.724,37.53,25.67
2012-04-26,2.71,3.55,4.7165,37.74,24.86
2012-04-27,2.71,3.55,4.7113,37.87,24.4
2012-04-30,,,,37.925,25.5
2012-05-01,,,,38.35,25.81
2012-05-02,2.98,3.56,4.6985,38.31,25.09
2012-05-03,2.77,3.56,4.6919,37.92,25.22
2012-05-04,2.64,3.55,4.6844,37.37,26.11
2012-05-07,2.77,3.56,4.6728,37.18,26.71
2012-05-08,2.98,3.56,4.6628,36.43,27.06
2012-05-09,2.72,3.55,4.6479,35.93,28.8
2012-05-10,2.77,3.56,4.6298,35.81,28.69
2012-05-11,2.76,3.54,4.6178,35.33,29.23
2012-05-14,2.55,3.48,4.5584,34.735,32.32
2012-05-15,2.91,3.45,4.5223,34.72,33.31
2012-05-16,2.78,3.39,4.4876,33.93,34.72
2012-05-17,2.45,3.39,4.4612,33.19,36.61
2012-05-18,2.25,3.39,4.4331,33,36.94
2012-05-21,2.44,3.4,4.405,33.86,34.28
2012-05-22,2.42,3.4,4.3754,33.63,34.95
2012-05-23,2.49,3.4,4.3333,33.25,34.68
2012-05-24,2.42,3.39,4.3048,32.74,34.93
2012-05-25,2.23,3.37,4.27,32.58,34.58
2012-05-28,2.47,3.37,4.25,,
2012-05-29,2.58,3.37,4.232,33.88,33.38
2012-05-30,2.18,3.39,4.2213,33.29,34.76
2012-05-31,2.35,3.38,4.2068,33.49,34.1
2012-06-01,2.55,3.38,4.1968,32.69,37.4
2012-06-04,2.48,3.35,4.1921,32.59,38.57
2012-06-05,2.78,,4.1818,32.62,36.13
2012-06-06,2.34,3.37,4.1766,33.485,34.33
2012-06-07,2.49,3.38,4.1701,33.77,33.65
2012-06-08,2.52,3.32,4.1163,32.81,34.15
2012-06-11,2.58,3.34,4.0972,32.79,34.72
2012-06-12,2.3,3.36,4.0835,33.52,33.18
2012-06-13,2.37,3.37,4.0649,33.67,34.69
2012-06-14,2.55,3.4,4.0523,33.745,35.4
2012-06-15,2.43,3.4,4.0419,34.46,31.73
2012-06-18,2.36,3.41,4.0343,34.57,30.8
2012-06-19,2.43,3.43,4.0247,34.9,29.09
2012-06-20,2.55,3.42,4.0402,33.94,27.42
2012-06-21,2.32,3.41,4.0517,32.515,28.87
2012-06-22,,,,32.525,27.72
2012-06-25,2.07,3.38,4.1036,31.825,30.75
2012-06-26,2.3,3.39,4.1132,32.185,29.34
2012-06-27,2.06,3.38,4.1093,32.63,28.49
2012-06-28,2.1,3.34,4.0844,32.49,28.37
2012-06-29,2.05,3.34,4.0778,33.665,26.22
2012-07-02,2.07,3.34,4.0732,33.645,26.98
2012-07-03,2.07,3.34,4.0674,34.2,26.1
2012-07-04,,3.33,4.055,,
2012-07-05,2.08,3.33,4.0479,34.09,25.48
2012-07-06,2.06,3.3,4.0092,33.45,26.09
2012-07-09,2.13,3.29,3.9841,33.05,27.33
2012-07-10,2.31,3.26,3.9544,32.43,28.88
2012-07-11,2.05,3.26,3.9225,32.69,27.55
2012-07-12,2.44,3.24,3.8791,32.09,29.23
2012-07-13,2.53,3.28,3.8374,32.58,26.99
2012-07-16,2.34,3.27,3.8071,32.46,26.73
2012-07-17,2.05,3.28,3.7932,33.19,25.76
2012-07-18,2.57,3.29,3.7859,32.97,26.04
2012-07-19,2.03,3.3,3.7834,33.705,25.93
2012-07-20,2.06,3.29,3.7801,33.255,26.49
2012-07-23,2.04,3.29,3.7777,32.6,29.57
2012-07-24,2.45,3.29,3.7669,32.48,30.44
2012-07-25,2.57,3.29,3.7737,32.68,29.71
2012-07-26,2.07,3.29,3.7689,33.24,28.06
2012-07-27,2.35,3.28,3.7593,34.12,26.75
2012-07-30,2.09,3.29,3.7466,34.06,27.23
2012-07-31,2.57,3.29,3.7371,34.21,27.5
2012-08-01,2.58,3.3,3.7289,34.3,27.81
2012-08-02,2.49,3.3,3.7197,33.96,27.68
2012-08-03,2.19,3.29,3.6864,34.8,25.45
2012-08-06,2.6,3.31,3.674,34.99,25.19
2012-08-07,2.62,3.33,3.6587,35.19,24.69
2012-08-08,2.53,3.34,3.6393,35.25,24.02
2012-08-09,2.62,3.34,3.6099,35.29,24.05
2012-08-10,2.34,3.31,3.5893,35.23,22.99
2012-08-13,2.03,3.31,3.5793,34.92,21.97
2012-08-14,2.09,3.31,3.5823,35.2,22.73
2012-08-15,2.24,3.33,3.5892,34.93,22.25
2012-08-16,2.51,3.34,3.5994,34.62,22.78
2012-08-17,2.58,3.34,3.6113,34.5,20.92
2012-08-20,2.61,3.35,3.6263,34.46,22.6
2012-08-21,2.66,3.35,3.6508,34.29,23.25
2012-08-22,2.72,3.38,3.6533,34.28,23.51
2012-08-23,2.73,3.4,3.6543,34.2,23.33
2012-08-24,2.74,3.38,3.6548,34.01,23.81
2012-08-27,2.69,3.35,3.6284,33.51,25.39
2012-08-28,2.67,3.37,3.6379,33.61,25.21
2012-08-29,2.63,3.36,3.6335,33.5,25.74
2012-08-30,2.68,3.39,3.6314,32.95,26.87
2012-08-31,2.66,3.39,3.6325,33.07,25.93
2012-09-03,2.53,,3.637,,
2012-09-04,2.63,3.4,3.637,32.46,27.54
2012-09-05,2.19,3.4,3.6397,32.17,27.11
2012-09-06,2.95,3.4,3.6365,32.73,24.95
2012-09-07,2.53,3.42,3.6373,33.66,23.47
2012-09-10,2.6,3.46,3.6389,33.06,24.86
2012-09-11,2.52,3.48,3.6465,33.4,24.81
2012-09-12,2.65,3.48,3.6461,33.78,25.11
2012-09-13,2.7,3.51,3.6496,34.58,24.62
2012-09-14,2.69,3.56,3.6501,35.19,24.01
2012-09-17,2.69,3.56,3.6497,34.74,23.8
2012-09-18,2.69,3.55,3.6505,34.515,23.74
2012-09-19,2.66,3.55,3.652,35.08,22.58
2012-09-20,2.72,3.53,3.6583,34.52,22.92
2012-09-21,2.71,3.52,3.6686,34.745,21.62
2012-09-24,2.75,3.52,3.6835,34.65,22.35
2012-09-25,2.73,3.51,3.6874,34.2,23.57
2012-09-26,2.71,3.48,3.6883,33.885,24.24
2012-09-27,2.72,3.47,3.6875,34.74,23.31
2012-09-28,2.65,3.45,3.6865,34.6,23.15
2012-10-01,,,,34.94,24.2
2012-10-02,,,,34.92,23.95
2012-10-03,,,,34.91,23.94
2012-10-04,,,,35.155,23.36
2012-10-05,,,,35.37,22.74
2012-10-08,2.72,3.5,3.6868,34.99,23.06
2012-10-09,2.75,3.5,3.6881,35.02,24.44
2012-10-10,2.65,3.49,3.689,35.26,24.44
2012-10-11,2.71,3.51,3.6997,36.09,23.69
2012-10-12,2.66,3.49,3.7026,36.38,23.38
2012-10-15,2.66,3.48,3.6992,36.65,23.21
2012-10-16,2.73,3.49,3.6994,36.85,23.58
2012-10-17,2.69,3.51,3.6991,37.35,23.67
2012-10-18,2.71,3.53,3.7037,37.445,22.54
2012-10-19,2.69,3.53,3.7075,37.13,23.1
2012-10-22,2.84,3.54,3.7019,37.67,22.93
2012-10-23,2.71,3.54,3.6918,36.98,25
2012-10-24,2.95,3.55,3.7039,37.2,24.51
2012-10-25,2.77,3.55,3.7086,37.53,23.73
2012-10-26,2.83,3.56,3.7108,36.93,24.29
2012-10-29,2.81,3.58,3.722,,
2012-10-30,2.79,3.57,3.7193,,
2012-10-31,2.72,3.58,3.7185,36.785,23.13
2012-11-01,2.83,3.58,3.7164,37.75,22.99
2012-11-02,2.8,3.59,3.7204,37.46,23.66
2012-11-05,2.9,3.59,3.722,37.79,24.53
2012-11-06,2.86,3.58,3.7221,38.11,23.65
2012-11-07,2.9,3.58,3.7285,37.28,24.32
2012-11-08,2.8,3.57,3.7332,36.52,25.61
2012-11-09,2.81,3.58,3.7407,36.46,25.21
2012-11-12,2.78,3.57,3.7559,36.55,24.26
2012-11-13,2.81,3.57,3.7694,35.98,24.3
2012-11-14,2.9,3.54,3.7699,35.735,24.7
2012-11-15,2.89,3.54,3.771,35.7103,24.97
2012-11-16,2.9,3.53,3.7777,35.77,24.28
2012-11-19,2.86,3.52,3.7839,36.5507,22.5
2012-11-20,2.82,3.51,3.7893,36.19,22.57
2012-11-21,2.86,3.51,3.79,36.58,22.32
2012-11-22,2.87,3.53,3.7979,,
2012-11-23,2.88,3.54,3.8012,37.46,22.32
2012-11-26,2.84,3.54,3.8055,37.33,22.94
2012-11-27,2.85,3.56,3.8125,36.86,23.22
2012-11-28,2.85,3.56,3.814,36.84,23.65
2012-11-29,2.78,3.55,3.821,36.85,22.81
2012-11-30,2.82,3.54,3.8256,37.15,22.46
2012-12-03,2.85,3.55,3.8252,36.8,23.4
2012-12-04,2.83,3.54,3.8319,37.01,23.53
2012-12-05,2.89,3.55,3.8347,38.12,24.31
2012-12-06,2.85,3.55,3.8398,38.27,23.27
2012-12-07,2.88,3.56,3.8431,38.41,22.36
2012-12-10,2.87,3.57,3.8488,38.765,23.95
2012-12-11,2.79,3.57,3.8513,38.8,23.04
2012-12-12,,3.56,3.8547,39,23.04
2012-12-13,2.79,3.57,3.855,38.66,23.45
2012-12-14,2.77,3.57,3.8572,39.34,23.81
2012-12-17,2.85,3.59,3.8608,39.355,23.21
2012-12-18,2.79,3.58,3.8664,39.54,22.9
2012-12-19,2.77,3.59,3.8742,39.48,23.52
2012-12-20,2.84,3.59,3.8809,39.75,23.04
2012-12-21,2.9,3.58,3.8832,39.24,24.19
2012-12-24,2.78,3.59,3.888,39.14,24.19
2012-12-25,2.88,3.6,3.8923,,
2012-12-26,2.78,3.59,3.8954,39.4725,23.98
2012-12-27,2.84,3.58,3.8961,39.538,23.66
2012-12-28,2.78,3.58,3.8965,39.55,25.42
2012-12-31,2.8,3.59,3.8996,40.45,24.53
2013-01-01,,,,,
2013-01-02,,,,41.85,22.1
2013-01-03,,,,41.59,21.52
2013-01-04,2.8,3.6,3.9,41.62,20.41
2013-01-07,2.73,3.61,3.9028,41.29,20.87
2013-01-08,2.72,3.61,3.9029,40.56,21.06
2013-01-09,2.75,3.6,3.9031,41,20.4
2013-01-10,2.7,3.6,3.9024,41.52,20.29
2013-01-11,2.67,3.6,3.9043,41.09,20.26
2013-01-14,2.67,3.62,3.9058,41.31,19.39
2013-01-15,2.75,3.61,3.9047,41.28,19.88
2013-01-16,2.81,3.61,3.9029,41.21,20.66
2013-01-17,2.8,3.62,3.9026,41.36,20.74
2013-01-18,2.7,3.6,3.8942,41.7,19.16
2013-01-21,2.7,3.59,3.8861,,
2013-01-22,2.68,3.58,3.8839,41.735,19.39
2013-01-23,2.78,3.59,3.88,41.53,18.56
2013-01-24,2.72,3.58,3.8804,41.53,18.87
2013-01-25,2.65,3.58,3.8831,41.1,18.93
2013-01-28,2.75,3.59,3.8863,40.96,19.63
2013-01-29,2.75,3.59,3.8872,41.55,19.72
2013-01-30,2.66,3.61,3.8876,41.59,19.76
2013-01-31,2.69,3.61,3.8878,41.47,20.19
2013-02-01,2.66,3.61,3.8883,41.82,19.38
2013-02-04,2.74,3.61,3.889,40.63,20.69
