,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544048882595716,0,0,0,0,0,0,0,0,0,0.0798410496511154,0,0.0491455197147429,0.0255418758220267,0.0672094872238892,0
X3988.HK.EQUITY,0,0.416105409500046,0.0380565534699141,0,0,0,0.0745465297546315,0,0,0,0,0,0.0595941144689854,-3.46944695195361e-18,-8.67361737988404e-19,0,0,0,0.0292710364633618,0,0,0,0,0,0,0,0,-0.0104221652700619,0,-0.00980769051148879,0.00218431483856951
X1299.HK.EQUITY,0,0,0,0,0,0.19591593849779,0,0,0,0,0,0,0,0.0294052085802432,0.433538272393862,0,0,0,0.183632674395598,0,0,0,0,0,0,0,0,0.0723471034967619,0.0051974618006086,-0.018740646120956,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.123288146736539,0,0,0,0,0.294450585515217,0,0,0,0,0,0,0,0,0.162933253010778,-0.0282957464800384,0,0,0,0,-0.102848167865074,-0.0299379657023318,0.0589510226617188,-0.0551235658925602
X388.HK.EQUITY,0,0,0,0,0,0,0.0238245200210742,0.22568945024129,0,0,0,0,0,0,0,0,0,-0.0469604653924386,0.0197578005325924,0,0,0,0,0,0,0,0.736946634881795,0,-0.00159015434155129,0,-0.187939737851181
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.790204088324483,0,0,-0.00447222758575768,0,0,0,0.0503442386520744,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0302244495107592,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.266545992439055,0,0,0,0,0,0,0.0195835566919962,0.0528521520820611,0,0,0,0.485129479488238,0,0,0,0,0,0.2420176340224,0.0776101475161544,0,1.73472347597681e-18,0.00403342235499781,0,-0.0530733975636731
X000001.CH.EQUITY,0,0,0,0,0,0,0.0959020524499049,0.0835139699412043,0,0.71909144594796,0,0,0,0,0,0,0,0,0,0,0,0,0.0480988820651028,0.0301406017017993,0,0.0451743277299089,0,-0.0437933643837105,0.0144270607499779,-0.00686935900050165,-0.0603421646379804
X601066.CH.EQUITY,0,0,0,0,0,0.184276709972719,0,0,0,0,0,0,0.147711109595278,-0.0496381634855872,0,0,1.04987645864458,0,0,0.0280797514838701,0,0,-0.233302161733227,0,0,0,0,0.0343962816511939,-0.0333658330565062,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.10445910212221,0,0,0,0,0,0,0,0.143100042837867,0.0782867670496441,0,0,0.0879386908236914,0,0,0,0,0,0,-0.0310110010015203,0,0.0360699643008602,1.73472347597681e-18,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.145293245297168,0,0,0,0,0,0,0,0.0329202758092306,0,0.0686835809260497,0,0,0,0,0,0.0246365147195127,0.0538358596889798,0,0,0,0.00715343357036939,0,-0.0587214067779925
X3328.HK.EQUITY,0,0.0367555133651101,0,0,0,0.263810579877018,-0.0168455984327718,0,0,0.235275539379176,0,0.218290444474965,0,0.102437243567542,-0.0367223954974,0,0,0,-0.0198732918552696,0,0,0,0,0,0,-0.0119953929837808,0,-0.0353459890397475,0.0318685202490799,0,0
X601601.CH.EQUITY,0,0,0.501655023520907,0,0,0,0.18481941415129,0,0,0.183622667986192,0,0,-0.0904960523946139,0,0,0,0,0.01839119963846,0.0105728560718348,0,0,0,0,0,0.163820704174321,0,0,-4.33680868994202e-19,0.0165961590649291,0.0181304482382671,0
X600000.CH.EQUITY,0,-0.0235228621438061,0,0,0,0,0.0161877301673726,0,0,0.00324449112546868,0,0,-0.0658630663290696,0,0,0,0,0.479518997729183,0,0,0,0,0,0,0.164752904552117,0,0,-0.0376084218780054,0,0.039166212802369,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140779185488744,0.0956626342389976,0,0,0,0,0.0857598643484831,0.0123257890730617,0,0.0419243300243048,0,0,-0.0116482197986897,-0.00320455423705309,0
CGB3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.291182734962893,0,0.175508696274609,0.320045606915694,0,0,0,0,0,0,0,0,0,0,0.00927001696738336,-0.88732371085175,-0.604553421271403
FXI.US.EQUITY,0,0,0,0,0,0,-0.00262434369510393,0,0,0,0,-0.0766049270824276,0,0.127993488875931,0.0295853034958936,0,0,0,0,0,0,0,0,0,0,0,0,-0.11985347406068,0,0.0545999339739232,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257766263562713,0,2.77555756156289e-17,0,0,0.192118916556724,0,0,0.659239282886102,0,0,0.100430000117494,-2.03761772205883,0,0.0781072839877434,0,-0.542639993262549
TED.SP,0,0,-0.181807391912968,0,0,0,0,0,0,0,0,0,-0.297703709476876,0,-0.15156413558746,0,0,0,0,0,0.226873258312311,0,-0.299032888732511,0,0,-0.505688639564353,0,0,0,0,0
CN3M10YSLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151290348055108,0,0,0,0.300443784820854,0,0,0.26092219492752,3.46944695195361e-18,0,0,-0.928812950219189,0,0.0472394128366223,-0.0243603875489604,0,-0.622516737482629
CREDIT.SP,0,0,0,0,0,0,0.153117484310205,0,0,0,0,0,0,0.236405294607174,-0.300956630961018,0,-0.153169396288137,0,0,0,0,0,0,0,0.298505860137558,-0.391596489691487,0,-0.0696867018822748,-0.00541190117550805,-0.352301078272674,0
