,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.223591558889002,0,-0.0547470617851444,0.175025726988127,0,0,0,0,0,0,0,0,0.464544783391079,0,0,0,0,-0.0295114392172575,0.113505485840003
X2628.HK.EQUITY,0,0.543299748462057,0,0,0,0.0244370871014884,0,0,0.300490227051838,0,0.155319387407072,0,0.257696254823358,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261519859732046,0,-0.0350074283675215,-0.0102544734681371,0,-0.053763724254883
X1299.HK.EQUITY,0,0,0,0.0585939890939848,0,0,0,0,0,0,0.197606522117928,0.210977396069031,0,0.207902448818792,0.274820450267026,0,0,0,0.660346008411928,0,0,0,0,0,0,0.0484235181459301,0,-0.0549913397676445,0.00628544771445378,0,0.0878471488149809
X5.HK.EQUITY,0,0,0,0,0,1.14253306583348,0,0,0,5.55111512312578e-17,-0.00468157850430356,-0.10315724858862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237144496877903,0,-0.135658326850608,-0.00726935707164008,0,0
X388.HK.EQUITY,0,0,0.110163728532932,0,0,0,0,0,0,0,0.0497452957096242,0,0.0796840668186325,0,0,0,0,0,0.63838546812389,0,0,-0.067118371581847,0,0,0,-0.0818657726320629,0,0.0742689400018051,0.00365813882027479,-0.0571767990942892,0.016908359543759
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.161516374569204,0,0,0,0,0,0,0,0,0.437126249845412,0,0.096605473736105,0.0842952498987828,0,0,0.0313617437152535,0,0.0165865272733089,0.0229791648681574,-0.0246195900070027,0
X601166.CH.EQUITY,0,0,0,0,0.25954449035829,0,0,0,0,0,0,0.0172196397994574,0,0,0.00172636005561495,0,0,0,0,0.0195792676850222,0.491589238530566,0,0,0.0259471757337281,0.121169311458808,0,0,0.0237586960038469,0.00311364148518271,0,0
X601328.CH.EQUITY,0,0,0,0,0.257544506770487,0,0,0,0,0.00458006786443423,0.050598592418637,0,0,2.16840434497101e-19,0,0,0,0,0,0.0239467162921363,0,0.063167791288351,0,0,0,0,0,0.00978230213576639,-0.00128097614916326,0.00630322958669349,0
X3328.HK.EQUITY,0,0.0979443065294807,0,0,0,0,0,0,0.043378714784979,0,0,0,0.157559468959115,0,0.151888948536868,-0.076470882775054,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0068528170335285,0,-0.0374210264584557,-0.00804835510943026,0,-0.124299335659511
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.142365387610597,0,-0.175097523406724,0,0,0,0,0.979377499153371,0,0,0,0,0,-0.160141132410999,0,0,0,0,0.114054093152604,0,-0.0122792116800177,0.0532369952592997,-0.00303832795965425
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0672071354610666,0,0.012604951716919,0.0218679538031036,0.000128725047698679,0.0116227363430252,0,0.501381347728238,0,0,0,0,0,0,0,0,0,0,-0.0132636395062695,0,0.0025705323169642,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00685565263213665,0.094493134485152,0,0,0,0.07452985850041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264376674258771,-0.0807518738418393
X601319.CH.EQUITY,0,0,0,0,0,-0.0643108098126542,0,0,0.295562338120387,0,0,3.46944695195361e-18,0,-0.0425440772305195,0,0.0629124303976011,0,0,0,0,0,0,0,0,0.358568461377123,0.0362269077557808,0,0,0,0,0
X000001.CH.EQUITY,0,0.00328325313422016,0.464845025731555,0,0,0,0,0,0,0.0384879205210143,0,0,0,0.016811552256068,0,0,0,0,0,0,0,0,0,0,0.16557921006008,0,0,0,-0.0159937059335551,0.0387135413928113,-0.00451947398214472
X601601.CH.EQUITY,0,0,0.739052970789239,0,0,0,0,0,0,0,0.112917125302357,0.205363092168107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142602211351285,0,0,0.0528071759319535,0.0818971515170766,0
CGB3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309586228817459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074252383860508,0,-1.04515493499824,-0.737142537164051
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0.1260502506612,0,0,0.123929983216445,-0.0320471600114254,0,0,0,0,0,0,-0.0303945522489689,0,0,0.207551188497223,0,0,-0.0043442129836495,0,-0.218151022374215,-0.00536429193694268,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0.795157332183689,0,0,0,0,0,0,0,0,0,-0.818781266915011,0,0,0,0.237299095760374,0,0.404283248445381,0.028983455952641,-3.32535270256226,0,-0.0400527717540143,0,-0.114389594940915
TED.SP,0,0,0,0,1.77899429573118,0,0,0,0,0,0,0,-2.01674629149992,1.46985350024737,0,0,0,0,0,-0.0844543264350135,0,-0.808634247582463,0,0,2.5166282469751,-0.530964122589094,-2.78714114437837,0,0,0.1848868657421,0.478442182433857
CN3M10YSLOPE,0,0,0,0,0,0,0,0,0,-0.181688331989943,0,0,0,0.0779143305239631,0,0,0,0,0,0.143021394055222,0,0,0,0,0,-0.909940427688517,0,0.0487018260581563,0.0265071480363853,0,-0.712216840851471
CREDIT.SP,0,0,0,0,0,0,0,0,0,0,0,-0.0602841226142626,-0.0893143177725035,0,0,0,0,0,-0.199718644826701,0,0,0,0,0,0,-0.909222816254073,0,0.0616818074060692,0.0161202845276496,-0.925805276876356,0
